locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANGDCKKE_00065	CDS	1386		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ANGDCKKE_00066	CDS	954	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
ANGDCKKE_00067	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
ANGDCKKE_00068	CDS	600				hypothetical protein
ANGDCKKE_00069	CDS	510				hypothetical protein
ANGDCKKE_00070	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ANGDCKKE_00071	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
ANGDCKKE_00072	CDS	639	lexA_1	3.4.21.88	COG1974	LexA repressor
ANGDCKKE_00073	CDS	1323	hflX		COG2262	GTPase HflX
ANGDCKKE_00074	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
ANGDCKKE_00075	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ANGDCKKE_00076	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
ANGDCKKE_00077	CDS	333				hypothetical protein
ANGDCKKE_00078	CDS	1086	mutL			DNA mismatch repair protein MutL
ANGDCKKE_00079	CDS	705	rny	3.1.-.-		Ribonuclease Y
ANGDCKKE_00080	CDS	537				hypothetical protein
ANGDCKKE_00081	CDS	696				hypothetical protein
ANGDCKKE_00082	CDS	531				hypothetical protein
ANGDCKKE_00083	CDS	930	rhaS			HTH-type transcriptional activator RhaS
ANGDCKKE_00084	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
ANGDCKKE_00085	CDS	1158				hypothetical protein
ANGDCKKE_00086	CDS	1056	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
ANGDCKKE_00087	CDS	1188				hypothetical protein
ANGDCKKE_00088	CDS	1221				hypothetical protein
ANGDCKKE_00089	tRNA	75				tRNA-Val(tac)
ANGDCKKE_00090	CDS	573	ttrB_1		COG0437	Tetrathionate reductase subunit B
ANGDCKKE_00091	CDS	2586	ddhA	1.8.2.4		Dimethylsulfide dehydrogenase subunit alpha
ANGDCKKE_00092	CDS	705	walR_1		COG0745	Transcriptional regulatory protein WalR
ANGDCKKE_00093	CDS	1671	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00094	CDS	816				hypothetical protein
ANGDCKKE_00095	CDS	1317				hypothetical protein
ANGDCKKE_00096	CDS	447	nusA			Transcription termination/antitermination protein NusA
ANGDCKKE_00097	CDS	291				hypothetical protein
ANGDCKKE_00098	CDS	2169				hypothetical protein
ANGDCKKE_00099	CDS	366				hypothetical protein
ANGDCKKE_00100	CDS	1176	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ANGDCKKE_00101	CDS	624	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
ANGDCKKE_00102	CDS	624	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
ANGDCKKE_00103	CDS	246	rpsP		COG0228	30S ribosomal protein S16
ANGDCKKE_00104	CDS	255				hypothetical protein
ANGDCKKE_00105	CDS	525	rimM			Ribosome maturation factor RimM
ANGDCKKE_00106	CDS	732				hypothetical protein
ANGDCKKE_00107	CDS	1326	uvrA_1			UvrABC system protein A
ANGDCKKE_00108	CDS	1257	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
ANGDCKKE_00109	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
ANGDCKKE_00110	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
ANGDCKKE_00111	CDS	2181				hypothetical protein
ANGDCKKE_00112	CDS	1020				hypothetical protein
ANGDCKKE_00113	CDS	561	yrdA		COG0663	Protein YrdA
ANGDCKKE_00114	CDS	831	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
ANGDCKKE_00115	CDS	1059	prmC	2.1.1.297		Release factor glutamine methyltransferase
ANGDCKKE_00116	CDS	399	prfA		COG0216	Peptide chain release factor 1
ANGDCKKE_00117	CDS	1413	valS	6.1.1.9		Valine--tRNA ligase
ANGDCKKE_00118	CDS	552				hypothetical protein
ANGDCKKE_00119	CDS	504				hypothetical protein
ANGDCKKE_00120	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
ANGDCKKE_00121	CDS	327				hypothetical protein
ANGDCKKE_00122	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
ANGDCKKE_00123	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
ANGDCKKE_00124	CDS	309				Thioredoxin C-1
ANGDCKKE_00125	CDS	1596				hypothetical protein
ANGDCKKE_00126	CDS	756				IS21 family transposase ISGur9
ANGDCKKE_00127	CDS	351				hypothetical protein
ANGDCKKE_00128	CDS	996				hypothetical protein
ANGDCKKE_00129	CDS	459				hypothetical protein
ANGDCKKE_00130	CDS	984				hypothetical protein
ANGDCKKE_00131	CDS	801		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
ANGDCKKE_00132	CDS	1701	dauA		COG0659	C4-dicarboxylic acid transporter DauA
ANGDCKKE_00133	CDS	1770	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
ANGDCKKE_00134	CDS	846				hypothetical protein
ANGDCKKE_00135	CDS	1371	tap			Multidrug efflux pump Tap
ANGDCKKE_00136	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
ANGDCKKE_00137	CDS	438			COG3279	putative HTH-type transcriptional regulator
ANGDCKKE_00138	CDS	432				hypothetical protein
ANGDCKKE_00139	CDS	2211	rep	3.6.4.12		ATP-dependent DNA helicase Rep
ANGDCKKE_00140	CDS	1017	aes	3.1.1.-		Acetyl esterase
ANGDCKKE_00141	CDS	1860				hypothetical protein
ANGDCKKE_00142	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
ANGDCKKE_00143	CDS	855	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
ANGDCKKE_00144	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
ANGDCKKE_00145	CDS	609				hypothetical protein
ANGDCKKE_00146	CDS	786				hypothetical protein
ANGDCKKE_00147	CDS	1071	ptcA_1	2.1.3.6	COG0078	Putrescine carbamoyltransferase
ANGDCKKE_00148	CDS	1476	potE_1			Putrescine transporter PotE
ANGDCKKE_00149	CDS	1125	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
ANGDCKKE_00150	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
ANGDCKKE_00151	CDS	282				hypothetical protein
ANGDCKKE_00152	CDS	564				hypothetical protein
ANGDCKKE_00153	CDS	360				hypothetical protein
ANGDCKKE_00154	CDS	219				hypothetical protein
ANGDCKKE_00155	CDS	618	soeB_1		COG0437	Sulfite dehydrogenase subunit B
ANGDCKKE_00156	CDS	2268	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
ANGDCKKE_00157	CDS	1158				hypothetical protein
ANGDCKKE_00158	CDS	933				hypothetical protein
ANGDCKKE_00159	CDS	462				hypothetical protein
ANGDCKKE_00160	CDS	978				hypothetical protein
ANGDCKKE_00161	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
ANGDCKKE_00162	CDS	822				hypothetical protein
ANGDCKKE_00163	CDS	309				hypothetical protein
ANGDCKKE_00164	CDS	1263	yfcJ			putative MFS-type transporter YfcJ
ANGDCKKE_00165	CDS	1266				hypothetical protein
ANGDCKKE_00166	CDS	1878	rnjA	3.1.-.-	COG0595	Ribonuclease J1
ANGDCKKE_00167	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ANGDCKKE_00168	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
ANGDCKKE_00169	CDS	198				hypothetical protein
ANGDCKKE_00170	CDS	564				hypothetical protein
ANGDCKKE_00171	CDS	93				hypothetical protein
ANGDCKKE_00172	CDS	708	recX			Regulatory protein RecX
ANGDCKKE_00173	CDS	1056	recA		COG0468	Protein RecA
ANGDCKKE_00174	CDS	1179	cinA			Putative competence-damage inducible protein
ANGDCKKE_00175	CDS	432	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
ANGDCKKE_00176	CDS	267				hypothetical protein
ANGDCKKE_00177	CDS	672	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
ANGDCKKE_00178	CDS	135				hypothetical protein
ANGDCKKE_00179	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ANGDCKKE_00180	CDS	369	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
ANGDCKKE_00181	CDS	2055				hypothetical protein
ANGDCKKE_00182	CDS	1371	argH	4.3.2.1	COG0165	Argininosuccinate lyase
ANGDCKKE_00183	CDS	1383	argG	6.3.4.5		Argininosuccinate synthase
ANGDCKKE_00184	CDS	705	torD_1			Chaperone protein TorD
ANGDCKKE_00185	CDS	621	ttrB_2		COG0437	Tetrathionate reductase subunit B
ANGDCKKE_00186	CDS	2466	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ANGDCKKE_00187	CDS	339				hypothetical protein
ANGDCKKE_00188	CDS	366				hypothetical protein
ANGDCKKE_00189	CDS	1317				hypothetical protein
ANGDCKKE_00190	CDS	1236	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
ANGDCKKE_00191	CDS	948	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ANGDCKKE_00192	CDS	1299	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
ANGDCKKE_00193	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
ANGDCKKE_00194	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ANGDCKKE_00195	CDS	282				hypothetical protein
ANGDCKKE_00196	CDS	1149				hypothetical protein
ANGDCKKE_00197	CDS	783				hypothetical protein
ANGDCKKE_00198	CDS	885				hypothetical protein
ANGDCKKE_00199	CDS	1473				hypothetical protein
ANGDCKKE_00200	CDS	1473				hypothetical protein
ANGDCKKE_00201	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
ANGDCKKE_00202	CDS	1320	hipA_2	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
ANGDCKKE_00203	CDS	222				hypothetical protein
ANGDCKKE_00204	CDS	786				hypothetical protein
ANGDCKKE_00205	CDS	666				hypothetical protein
ANGDCKKE_00206	CDS	612	sigR		COG1595	ECF RNA polymerase sigma factor SigR
ANGDCKKE_00207	CDS	285				hypothetical protein
ANGDCKKE_00208	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ANGDCKKE_00209	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ANGDCKKE_00210	CDS	2586	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
ANGDCKKE_00211	CDS	1020				hypothetical protein
ANGDCKKE_00212	CDS	2001	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
ANGDCKKE_00213	CDS	471	greA		COG0782	Transcription elongation factor GreA
ANGDCKKE_00214	CDS	270	tatA			Sec-independent protein translocase protein TatA
ANGDCKKE_00215	CDS	411				hypothetical protein
ANGDCKKE_00216	CDS	861				hypothetical protein
ANGDCKKE_00217	CDS	1692				hypothetical protein
ANGDCKKE_00218	CDS	1800				hypothetical protein
ANGDCKKE_00219	CDS	1215	ackA_1	2.7.2.1	COG0282	Acetate kinase
ANGDCKKE_00220	tRNA	75				tRNA-Thr(agt)
ANGDCKKE_00221	CDS	828	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
ANGDCKKE_00222	CDS	369				hypothetical protein
ANGDCKKE_00223	CDS	468	ssb_1		COG0629	Single-stranded DNA-binding protein
ANGDCKKE_00224	CDS	255				hypothetical protein
ANGDCKKE_00225	CDS	180				hypothetical protein
ANGDCKKE_00226	CDS	831	mprA		COG0745	Response regulator MprA
ANGDCKKE_00227	CDS	936	bcrA			Bacitracin transport ATP-binding protein BcrA
ANGDCKKE_00228	CDS	1140				hypothetical protein
ANGDCKKE_00229	CDS	891	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
ANGDCKKE_00230	CDS	525				hypothetical protein
ANGDCKKE_00231	CDS	156				hypothetical protein
ANGDCKKE_00232	CDS	1557				hypothetical protein
ANGDCKKE_00233	CDS	906	urdA_1	1.3.99.33	COG0431	Urocanate reductase
ANGDCKKE_00234	CDS	1881				hypothetical protein
ANGDCKKE_00235	CDS	516				hypothetical protein
ANGDCKKE_00236	CDS	837				hypothetical protein
ANGDCKKE_00237	CDS	711	torD_2			Chaperone protein TorD
ANGDCKKE_00238	CDS	1953				hypothetical protein
ANGDCKKE_00239	CDS	954				hypothetical protein
ANGDCKKE_00240	CDS	3645	napA_1	1.9.6.1		Periplasmic nitrate reductase
ANGDCKKE_00241	CDS	660	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
ANGDCKKE_00242	CDS	915				hypothetical protein
ANGDCKKE_00243	CDS	690	napF_1			Ferredoxin-type protein NapF
ANGDCKKE_00244	CDS	1071				hypothetical protein
ANGDCKKE_00245	CDS	1200	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
ANGDCKKE_00246	CDS	1602	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
ANGDCKKE_00247	CDS	675	tcrA		COG0745	Transcriptional regulatory protein TcrA
ANGDCKKE_00248	CDS	1179				hypothetical protein
ANGDCKKE_00249	CDS	696				hypothetical protein
ANGDCKKE_00250	CDS	2235				hypothetical protein
ANGDCKKE_00251	CDS	1386	ribZ			Riboflavin transporter RibZ
ANGDCKKE_00252	CDS	924	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ANGDCKKE_00253	CDS	291				hypothetical protein
ANGDCKKE_00254	CDS	840				hypothetical protein
ANGDCKKE_00255	CDS	1890				hypothetical protein
ANGDCKKE_00256	CDS	540	sipW	3.4.21.89	COG0681	Signal peptidase I W
ANGDCKKE_00257	CDS	5199				hypothetical protein
ANGDCKKE_00258	CDS	2178				hypothetical protein
ANGDCKKE_00259	tRNA	76				tRNA-Ala(tgc)
ANGDCKKE_00260	tRNA	77				tRNA-Ile(gat)
ANGDCKKE_00261	CDS	513			COG1259	putative protein
ANGDCKKE_00262	CDS	114				hypothetical protein
ANGDCKKE_00263	CDS	2832	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
ANGDCKKE_00264	CDS	1944	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
ANGDCKKE_00265	CDS	1107	recF		COG1195	DNA replication and repair protein RecF
ANGDCKKE_00266	CDS	1101	dnaN		COG0592	Beta sliding clamp
ANGDCKKE_00267	CDS	1134				hypothetical protein
ANGDCKKE_00268	CDS	1629	dnaA		COG0593	Chromosomal replication initiator protein DnaA
ANGDCKKE_00269	CDS	777	yidC			Membrane protein insertase YidC
ANGDCKKE_00270	CDS	588				hypothetical protein
ANGDCKKE_00271	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
ANGDCKKE_00272	CDS	996				Iron-sulfur cluster carrier protein
ANGDCKKE_00273	CDS	1059	noc			Nucleoid occlusion protein
ANGDCKKE_00274	CDS	924	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
ANGDCKKE_00275	CDS	1137	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
ANGDCKKE_00276	CDS	639				hypothetical protein
ANGDCKKE_00277	CDS	2970	dinG	3.1.-.-		3'-5' exonuclease DinG
ANGDCKKE_00278	CDS	1236				hypothetical protein
ANGDCKKE_00279	CDS	3129				hypothetical protein
ANGDCKKE_00280	tRNA	76				tRNA-Arg(cct)
ANGDCKKE_00281	CDS	294	rpsF		COG0360	30S ribosomal protein S6
ANGDCKKE_00282	CDS	510	ssb_2		COG0629	Single-stranded DNA-binding protein
ANGDCKKE_00283	CDS	261				hypothetical protein
ANGDCKKE_00284	CDS	585				hypothetical protein
ANGDCKKE_00285	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
ANGDCKKE_00286	CDS	1281				hypothetical protein
ANGDCKKE_00287	CDS	2220	smc_1			Chromosome partition protein Smc
ANGDCKKE_00288	CDS	216				hypothetical protein
ANGDCKKE_00289	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
ANGDCKKE_00290	CDS	3216	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
ANGDCKKE_00291	CDS	987	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
ANGDCKKE_00292	CDS	303	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
ANGDCKKE_00293	CDS	918	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
ANGDCKKE_00294	CDS	117	yfhA		COG0609	putative siderophore transport system permease protein YfhA
ANGDCKKE_00295	CDS	1449	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
ANGDCKKE_00296	CDS	1263	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
ANGDCKKE_00297	CDS	819	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
ANGDCKKE_00298	CDS	993				hypothetical protein
ANGDCKKE_00299	CDS	420	def_1	3.5.1.88		Peptide deformylase
ANGDCKKE_00300	CDS	2190	helD	3.6.4.12	COG3973	DNA helicase IV
ANGDCKKE_00301	CDS	1830	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ANGDCKKE_00302	CDS	471				hypothetical protein
ANGDCKKE_00303	CDS	657				hypothetical protein
ANGDCKKE_00304	CDS	654				hypothetical protein
ANGDCKKE_00305	CDS	207				hypothetical protein
ANGDCKKE_00306	tRNA	92				tRNA-Pro(cgg)
ANGDCKKE_00307	CDS	786				hypothetical protein
ANGDCKKE_00308	CDS	837	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
ANGDCKKE_00309	CDS	945				hypothetical protein
ANGDCKKE_00310	CDS	1749				hypothetical protein
ANGDCKKE_00311	CDS	441				hypothetical protein
ANGDCKKE_00312	CDS	642				hypothetical protein
ANGDCKKE_00313	CDS	1035				hypothetical protein
ANGDCKKE_00314	CDS	795				hypothetical protein
ANGDCKKE_00315	CDS	738				hypothetical protein
ANGDCKKE_00316	CDS	1011	arcA_1	3.5.3.6	COG2235	Arginine deiminase
ANGDCKKE_00317	CDS	999	argF_1	2.1.3.3		Ornithine carbamoyltransferase
ANGDCKKE_00318	CDS	957	arcC1_1	2.7.2.2		Carbamate kinase 1
ANGDCKKE_00319	CDS	216				hypothetical protein
ANGDCKKE_00320	CDS	633				hypothetical protein
ANGDCKKE_00321	CDS	1110	zitB			Zinc transporter ZitB
ANGDCKKE_00322	CDS	981				hypothetical protein
ANGDCKKE_00323	CDS	1656	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00324	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
ANGDCKKE_00325	CDS	927	gltC_1			HTH-type transcriptional regulator GltC
ANGDCKKE_00326	CDS	1188	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
ANGDCKKE_00327	CDS	663	nth_1	4.2.99.18	COG0177	Endonuclease III
ANGDCKKE_00328	CDS	501				hypothetical protein
ANGDCKKE_00329	CDS	447				hypothetical protein
ANGDCKKE_00330	CDS	2193				hypothetical protein
ANGDCKKE_00331	CDS	2652				hypothetical protein
ANGDCKKE_00332	tRNA	77				tRNA-Met(cat)
ANGDCKKE_00333	CDS	243				hypothetical protein
ANGDCKKE_00334	CDS	420				hypothetical protein
ANGDCKKE_00335	CDS	327				hypothetical protein
ANGDCKKE_00336	CDS	1929	lepA	3.6.5.-		Elongation factor 4
ANGDCKKE_00337	CDS	648	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
ANGDCKKE_00338	CDS	183				hypothetical protein
ANGDCKKE_00339	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
ANGDCKKE_00340	CDS	1173	hemW_1		COG0635	Heme chaperone HemW
ANGDCKKE_00341	CDS	168				hypothetical protein
ANGDCKKE_00342	CDS	882				hypothetical protein
ANGDCKKE_00343	CDS	1467				hypothetical protein
ANGDCKKE_00344	CDS	1518				hypothetical protein
ANGDCKKE_00345	CDS	492				hypothetical protein
ANGDCKKE_00346	CDS	366	mgsR		COG1393	Regulatory protein MgsR
ANGDCKKE_00347	CDS	747				hypothetical protein
ANGDCKKE_00348	CDS	597				hypothetical protein
ANGDCKKE_00349	CDS	2400	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ANGDCKKE_00350	CDS	618	soeB_2		COG0437	Sulfite dehydrogenase subunit B
ANGDCKKE_00351	CDS	1161				hypothetical protein
ANGDCKKE_00352	CDS	414				hypothetical protein
ANGDCKKE_00353	CDS	597	mta		COG0789	HTH-type transcriptional activator mta
ANGDCKKE_00354	CDS	561	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
ANGDCKKE_00355	CDS	861				DegV domain-containing protein
ANGDCKKE_00356	CDS	927	ctkA	2.7.11.1		Serine/threonine-protein kinase CtkA
ANGDCKKE_00357	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
ANGDCKKE_00358	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
ANGDCKKE_00359	CDS	1365				hypothetical protein
ANGDCKKE_00360	CDS	828				hypothetical protein
ANGDCKKE_00361	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
ANGDCKKE_00362	CDS	189	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ANGDCKKE_00363	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ANGDCKKE_00364	CDS	1809	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00365	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
ANGDCKKE_00366	CDS	1251	rpoD			RNA polymerase sigma factor RpoD
ANGDCKKE_00367	CDS	312				hypothetical protein
ANGDCKKE_00368	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
ANGDCKKE_00369	CDS	2451	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
ANGDCKKE_00370	CDS	1848	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ANGDCKKE_00371	CDS	552				hypothetical protein
ANGDCKKE_00372	CDS	651	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
