locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJKJFEJM_00157	CDS	2217				hypothetical protein
KJKJFEJM_00158	CDS	981	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KJKJFEJM_00159	CDS	1797				hypothetical protein
KJKJFEJM_00160	CDS	1536				hypothetical protein
KJKJFEJM_00161	CDS	960				hypothetical protein
KJKJFEJM_00162	CDS	216				hypothetical protein
KJKJFEJM_00163	CDS	612				hypothetical protein
KJKJFEJM_00164	CDS	468				hypothetical protein
KJKJFEJM_00165	CDS	894				hypothetical protein
KJKJFEJM_00166	CDS	684	ydjF		COG1842	Phage shock protein A 
KJKJFEJM_00167	CDS	411				hypothetical protein
KJKJFEJM_00168	CDS	606				hypothetical protein
KJKJFEJM_00169	CDS	735	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
KJKJFEJM_00170	CDS	129				hypothetical protein
KJKJFEJM_00171	CDS	798	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
KJKJFEJM_00172	CDS	897	fliY_2		COG0834	L-cystine-binding protein FliY
KJKJFEJM_00173	CDS	288				hypothetical protein
KJKJFEJM_00174	CDS	1437				hypothetical protein
KJKJFEJM_00175	CDS	1002				hypothetical protein
KJKJFEJM_00176	CDS	885				hypothetical protein
KJKJFEJM_00177	tRNA	87				tRNA-Leu(cag)
KJKJFEJM_00178	CDS	231				hypothetical protein
KJKJFEJM_00179	CDS	462	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KJKJFEJM_00180	CDS	2421				hypothetical protein
KJKJFEJM_00181	CDS	399				hypothetical protein
KJKJFEJM_00182	CDS	270				hypothetical protein
KJKJFEJM_00183	CDS	306				hypothetical protein
KJKJFEJM_00184	CDS	312				hypothetical protein
KJKJFEJM_00185	CDS	648				hypothetical protein
KJKJFEJM_00186	CDS	2667	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00187	CDS	597	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00188	CDS	1743	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00189	CDS	732	walR_1		COG0745	Transcriptional regulatory protein WalR
KJKJFEJM_00190	CDS	651				hypothetical protein
KJKJFEJM_00191	CDS	612	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
KJKJFEJM_00192	CDS	1197				hypothetical protein
KJKJFEJM_00193	CDS	6891				hypothetical protein
KJKJFEJM_00194	CDS	663	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
KJKJFEJM_00195	CDS	1236	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
KJKJFEJM_00196	CDS	2109	rssB			Regulator of RpoS
KJKJFEJM_00197	CDS	363				hypothetical protein
KJKJFEJM_00198	CDS	2997	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00199	CDS	993				hypothetical protein
KJKJFEJM_00200	CDS	1053	epsF		COG1459	Type II secretion system protein F
KJKJFEJM_00201	CDS	324				hypothetical protein
KJKJFEJM_00202	CDS	627				hypothetical protein
KJKJFEJM_00203	CDS	777				hypothetical protein
KJKJFEJM_00204	CDS	420				hypothetical protein
KJKJFEJM_00205	CDS	1074	pilT		COG2805	Twitching mobility protein
KJKJFEJM_00206	CDS	840	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
KJKJFEJM_00207	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
KJKJFEJM_00208	CDS	1425	purF_1	2.4.2.14		Amidophosphoribosyltransferase
KJKJFEJM_00209	CDS	1017				hypothetical protein
KJKJFEJM_00210	tRNA	78				tRNA-Met(cat)
KJKJFEJM_00211	CDS	642				hypothetical protein
KJKJFEJM_00212	CDS	585				hypothetical protein
KJKJFEJM_00213	CDS	864				hypothetical protein
KJKJFEJM_00214	CDS	507				hypothetical protein
KJKJFEJM_00215	CDS	1530				hypothetical protein
KJKJFEJM_00216	CDS	1818				hypothetical protein
KJKJFEJM_00217	CDS	762				hypothetical protein
KJKJFEJM_00218	CDS	630				hypothetical protein
KJKJFEJM_00219	CDS	495				hypothetical protein
KJKJFEJM_00220	CDS	240				hypothetical protein
KJKJFEJM_00221	CDS	213				hypothetical protein
KJKJFEJM_00222	CDS	1557				hypothetical protein
KJKJFEJM_00223	CDS	3096	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
KJKJFEJM_00224	CDS	663				hypothetical protein
KJKJFEJM_00225	CDS	873				hypothetical protein
KJKJFEJM_00226	CDS	1575				hypothetical protein
KJKJFEJM_00227	CDS	1338				hypothetical protein
KJKJFEJM_00228	CDS	888	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
KJKJFEJM_00229	CDS	984				hypothetical protein
KJKJFEJM_00230	CDS	696				hypothetical protein
KJKJFEJM_00231	CDS	504				hypothetical protein
KJKJFEJM_00232	CDS	225				hypothetical protein
KJKJFEJM_00233	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
KJKJFEJM_00234	CDS	1158				hypothetical protein
KJKJFEJM_00235	CDS	1056	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KJKJFEJM_00236	CDS	459				hypothetical protein
KJKJFEJM_00237	CDS	771				hypothetical protein
KJKJFEJM_00238	CDS	1221				hypothetical protein
KJKJFEJM_00239	tRNA	75				tRNA-Val(tac)
KJKJFEJM_00240	CDS	816				hypothetical protein
KJKJFEJM_00241	CDS	1317				hypothetical protein
KJKJFEJM_00242	CDS	1332				hypothetical protein
KJKJFEJM_00243	CDS	987				hypothetical protein
KJKJFEJM_00244	CDS	951				hypothetical protein
KJKJFEJM_00245	CDS	243				hypothetical protein
KJKJFEJM_00246	CDS	165				hypothetical protein
KJKJFEJM_00247	CDS	516				hypothetical protein
KJKJFEJM_00248	CDS	2142				hypothetical protein
KJKJFEJM_00249	CDS	441				hypothetical protein
KJKJFEJM_00250	CDS	447				hypothetical protein
KJKJFEJM_00251	CDS	291				hypothetical protein
KJKJFEJM_00252	CDS	345				hypothetical protein
KJKJFEJM_00253	CDS	1575	thrC	4.2.3.1	COG0498	Threonine synthase
KJKJFEJM_00254	CDS	282				hypothetical protein
KJKJFEJM_00255	CDS	231				hypothetical protein
KJKJFEJM_00256	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
KJKJFEJM_00257	CDS	303				hypothetical protein
KJKJFEJM_00258	CDS	381	mntR		COG1321	Transcriptional regulator MntR
KJKJFEJM_00259	CDS	945				hypothetical protein
KJKJFEJM_00260	CDS	954	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
KJKJFEJM_00261	tRNA	83				tRNA-Leu(taa)
KJKJFEJM_00262	CDS	672				hypothetical protein
KJKJFEJM_00263	CDS	1716	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KJKJFEJM_00264	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
KJKJFEJM_00265	CDS	2481	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00266	CDS	663	ttrB_2		COG0437	Tetrathionate reductase subunit B
KJKJFEJM_00267	CDS	783				hypothetical protein
KJKJFEJM_00268	CDS	732				hypothetical protein
KJKJFEJM_00269	CDS	267				hypothetical protein
KJKJFEJM_00270	CDS	306				hypothetical protein
KJKJFEJM_00271	CDS	1056	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
KJKJFEJM_00272	CDS	903				hypothetical protein
KJKJFEJM_00273	CDS	1287	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
KJKJFEJM_00274	CDS	501	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
KJKJFEJM_00275	CDS	1110	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KJKJFEJM_00276	CDS	1317	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KJKJFEJM_00277	CDS	234				hypothetical protein
KJKJFEJM_00278	CDS	408	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
KJKJFEJM_00279	CDS	564				hypothetical protein
KJKJFEJM_00280	CDS	705				hypothetical protein
KJKJFEJM_00281	CDS	2886	napA_2	1.9.6.1		Periplasmic nitrate reductase
KJKJFEJM_00282	CDS	588	soeB_2		COG0437	Sulfite dehydrogenase subunit B
KJKJFEJM_00283	CDS	879				hypothetical protein
KJKJFEJM_00284	CDS	672	torD_2			Chaperone protein TorD
KJKJFEJM_00285	CDS	2313				hypothetical protein
KJKJFEJM_00286	CDS	696				hypothetical protein
KJKJFEJM_00287	CDS	945				hypothetical protein
KJKJFEJM_00288	CDS	675	tcrA		COG0745	Transcriptional regulatory protein TcrA
KJKJFEJM_00289	CDS	1617	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
KJKJFEJM_00290	CDS	1200	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
KJKJFEJM_00291	CDS	1071				hypothetical protein
KJKJFEJM_00292	CDS	690	napF_3			Ferredoxin-type protein NapF
KJKJFEJM_00293	CDS	912				hypothetical protein
KJKJFEJM_00294	CDS	660	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KJKJFEJM_00295	CDS	3645	napA_3	1.9.6.1		Periplasmic nitrate reductase
KJKJFEJM_00296	CDS	705				hypothetical protein
KJKJFEJM_00297	CDS	309				hypothetical protein
KJKJFEJM_00298	CDS	1953				hypothetical protein
KJKJFEJM_00299	CDS	711	torD_3			Chaperone protein TorD
KJKJFEJM_00300	CDS	837				hypothetical protein
KJKJFEJM_00301	CDS	516				hypothetical protein
KJKJFEJM_00302	CDS	1551				hypothetical protein
KJKJFEJM_00303	CDS	876	hcaR_1			Hca operon transcriptional activator HcaR
KJKJFEJM_00304	CDS	1632				hypothetical protein
KJKJFEJM_00305	CDS	1557				hypothetical protein
KJKJFEJM_00306	CDS	525				hypothetical protein
KJKJFEJM_00307	CDS	891	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
KJKJFEJM_00308	CDS	1140				hypothetical protein
KJKJFEJM_00309	CDS	936	bcrA_1			Bacitracin transport ATP-binding protein BcrA
KJKJFEJM_00310	CDS	726	mprA		COG0745	Response regulator MprA
KJKJFEJM_00311	CDS	2058				hypothetical protein
KJKJFEJM_00312	CDS	300				hypothetical protein
KJKJFEJM_00313	CDS	270				hypothetical protein
KJKJFEJM_00314	CDS	2094	glnA_1	6.3.1.2		Glutamine synthetase
KJKJFEJM_00315	CDS	1362				hypothetical protein
KJKJFEJM_00316	CDS	933	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
KJKJFEJM_00317	CDS	1323	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
KJKJFEJM_00318	CDS	1515	rhaB	2.7.1.5		Rhamnulokinase
KJKJFEJM_00319	CDS	291				hypothetical protein
KJKJFEJM_00320	CDS	810				hypothetical protein
KJKJFEJM_00321	CDS	1419				hypothetical protein
KJKJFEJM_00322	CDS	294	rpsF		COG0360	30S ribosomal protein S6
KJKJFEJM_00323	CDS	510	ssb		COG0629	Single-stranded DNA-binding protein
KJKJFEJM_00324	CDS	261				hypothetical protein
KJKJFEJM_00325	CDS	585				hypothetical protein
KJKJFEJM_00326	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
KJKJFEJM_00327	CDS	1281				hypothetical protein
KJKJFEJM_00328	CDS	2226				hypothetical protein
KJKJFEJM_00329	CDS	216				hypothetical protein
KJKJFEJM_00330	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KJKJFEJM_00331	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KJKJFEJM_00332	CDS	1335	hemW_1		COG0635	Heme chaperone HemW
KJKJFEJM_00333	CDS	684				hypothetical protein
KJKJFEJM_00334	CDS	1098				hypothetical protein
KJKJFEJM_00335	tRNA	76				tRNA-Phe(gaa)
KJKJFEJM_00336	CDS	588	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
KJKJFEJM_00337	CDS	1350				hypothetical protein
KJKJFEJM_00338	CDS	909				hypothetical protein
KJKJFEJM_00339	CDS	837	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KJKJFEJM_00340	CDS	1404	puuP		COG0531	Putrescine importer PuuP
KJKJFEJM_00341	CDS	906				hypothetical protein
KJKJFEJM_00342	CDS	462				hypothetical protein
KJKJFEJM_00343	CDS	1221				hypothetical protein
KJKJFEJM_00344	CDS	534				hypothetical protein
KJKJFEJM_00345	CDS	1116				hypothetical protein
KJKJFEJM_00346	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
KJKJFEJM_00347	CDS	615				hypothetical protein
KJKJFEJM_00348	CDS	915				hypothetical protein
KJKJFEJM_00349	CDS	417				hypothetical protein
KJKJFEJM_00350	CDS	828	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KJKJFEJM_00351	CDS	939	noc_1			Nucleoid occlusion protein
KJKJFEJM_00352	CDS	792				hypothetical protein
KJKJFEJM_00353	CDS	2292				hypothetical protein
KJKJFEJM_00354	CDS	138				hypothetical protein
KJKJFEJM_00355	CDS	6042				hypothetical protein
KJKJFEJM_00356	CDS	786				hypothetical protein
KJKJFEJM_00357	CDS	546				hypothetical protein
KJKJFEJM_00358	CDS	1344				hypothetical protein
KJKJFEJM_00359	CDS	912				hypothetical protein
KJKJFEJM_00360	CDS	1023				hypothetical protein
KJKJFEJM_00361	CDS	969				hypothetical protein
KJKJFEJM_00362	CDS	330				hypothetical protein
KJKJFEJM_00363	CDS	1347				hypothetical protein
KJKJFEJM_00364	CDS	726				hypothetical protein
KJKJFEJM_00365	CDS	867				hypothetical protein
KJKJFEJM_00366	CDS	561	ftsL			Cell division protein FtsL
KJKJFEJM_00367	CDS	957	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
KJKJFEJM_00368	CDS	477	mraZ			Transcriptional regulator MraZ
KJKJFEJM_00369	CDS	924	xerD_1			Tyrosine recombinase XerD
KJKJFEJM_00370	CDS	1029	ansA	3.5.1.1	COG0252	L-asparaginase 1
KJKJFEJM_00371	CDS	768				hypothetical protein
KJKJFEJM_00372	CDS	1482				hypothetical protein
KJKJFEJM_00373	CDS	330				hypothetical protein
KJKJFEJM_00374	CDS	258				hypothetical protein
KJKJFEJM_00375	CDS	1533				hypothetical protein
KJKJFEJM_00376	CDS	1692				hypothetical protein
KJKJFEJM_00377	CDS	489				hypothetical protein
KJKJFEJM_00378	CDS	1614	pyrG_1	6.3.4.2		CTP synthase
KJKJFEJM_00379	CDS	774	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
KJKJFEJM_00380	CDS	1932	murJ			lipid II flippase MurJ
KJKJFEJM_00381	CDS	1029	ppnK	2.7.1.23	COG0061	NAD kinase
KJKJFEJM_00382	CDS	711	rplA		COG0081	50S ribosomal protein L1
KJKJFEJM_00383	CDS	498	rplK			50S ribosomal protein L11
KJKJFEJM_00384	CDS	531	nusG		COG0250	Transcription termination/antitermination protein NusG
KJKJFEJM_00385	CDS	402	secE			Protein translocase subunit SecE
KJKJFEJM_00386	tRNA	77				tRNA-Trp(cca)
KJKJFEJM_00387	CDS	150	rpmG		COG0267	50S ribosomal protein L33
KJKJFEJM_00388	CDS	1203	tufA		COG0050	Elongation factor Tu
KJKJFEJM_00389	tRNA	77				tRNA-Met(cat)
KJKJFEJM_00390	tRNA	76				tRNA-Thr(ggt)
KJKJFEJM_00391	tRNA	85				tRNA-Tyr(gta)
KJKJFEJM_00392	CDS	1170				hypothetical protein
KJKJFEJM_00393	CDS	1191	fprA	1.-.-.-	COG0426	Nitric oxide reductase
KJKJFEJM_00394	CDS	1563	opuE_2		COG0591	Osmoregulated proline transporter OpuE
KJKJFEJM_00395	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
