locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMEPIPMG_00159	CDS	198				hypothetical protein
BMEPIPMG_00160	CDS	1686				hypothetical protein
BMEPIPMG_00161	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BMEPIPMG_00162	CDS	429				hypothetical protein
BMEPIPMG_00163	CDS	249				hypothetical protein
BMEPIPMG_00164	CDS	798				hypothetical protein
BMEPIPMG_00165	CDS	309				hypothetical protein
BMEPIPMG_00166	CDS	489				hypothetical protein
BMEPIPMG_00167	CDS	669				hypothetical protein
BMEPIPMG_00168	CDS	453				hypothetical protein
BMEPIPMG_00169	CDS	273				hypothetical protein
BMEPIPMG_00170	CDS	447				hypothetical protein
BMEPIPMG_00171	CDS	981	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BMEPIPMG_00172	CDS	2217				hypothetical protein
BMEPIPMG_00173	CDS	1299				hypothetical protein
BMEPIPMG_00174	CDS	330	trxA_2		COG0526	Thioredoxin
BMEPIPMG_00175	CDS	915				hypothetical protein
BMEPIPMG_00176	CDS	363				hypothetical protein
BMEPIPMG_00177	CDS	2997	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
BMEPIPMG_00178	CDS	993				hypothetical protein
BMEPIPMG_00179	CDS	1053	epsF		COG1459	Type II secretion system protein F
BMEPIPMG_00180	CDS	324				hypothetical protein
BMEPIPMG_00181	CDS	627				hypothetical protein
BMEPIPMG_00182	CDS	777				hypothetical protein
BMEPIPMG_00183	CDS	420				hypothetical protein
BMEPIPMG_00184	CDS	669				hypothetical protein
BMEPIPMG_00185	CDS	171				hypothetical protein
BMEPIPMG_00186	CDS	327				hypothetical protein
BMEPIPMG_00187	CDS	963				hypothetical protein
BMEPIPMG_00188	CDS	1416	xanQ		COG2233	Xanthine permease XanQ
BMEPIPMG_00189	CDS	579	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BMEPIPMG_00190	CDS	1692				hypothetical protein
BMEPIPMG_00191	CDS	1800				hypothetical protein
BMEPIPMG_00192	CDS	1215	ackA_2	2.7.2.1	COG0282	Acetate kinase
BMEPIPMG_00193	tRNA	77				tRNA-Pro(cgg)
BMEPIPMG_00194	CDS	483	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BMEPIPMG_00195	CDS	462				hypothetical protein
BMEPIPMG_00196	CDS	699	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
BMEPIPMG_00197	CDS	258				hypothetical protein
BMEPIPMG_00198	CDS	1068				hypothetical protein
BMEPIPMG_00199	CDS	1428				hypothetical protein
BMEPIPMG_00200	CDS	216				hypothetical protein
BMEPIPMG_00201	CDS	726				hypothetical protein
BMEPIPMG_00202	CDS	330	gdx			Guanidinium exporter
BMEPIPMG_00203	CDS	1329				hypothetical protein
BMEPIPMG_00204	CDS	1452				hypothetical protein
BMEPIPMG_00205	CDS	696				hypothetical protein
BMEPIPMG_00206	CDS	2874	napA_1	1.9.6.1		Periplasmic nitrate reductase
BMEPIPMG_00207	CDS	588	soeB_1		COG0437	Sulfite dehydrogenase subunit B
BMEPIPMG_00208	CDS	849				hypothetical protein
BMEPIPMG_00209	CDS	675	torD_1			Chaperone protein TorD
BMEPIPMG_00210	CDS	579	napG_1		COG1145	Ferredoxin-type protein NapG
BMEPIPMG_00211	CDS	1026				hypothetical protein
BMEPIPMG_00212	CDS	117				hypothetical protein
BMEPIPMG_00213	CDS	1449				hypothetical protein
BMEPIPMG_00214	CDS	711				hypothetical protein
BMEPIPMG_00215	CDS	2856	napA_2	1.9.6.1		Periplasmic nitrate reductase
BMEPIPMG_00216	CDS	591	soeB_2		COG0437	Sulfite dehydrogenase subunit B
BMEPIPMG_00217	CDS	861				hypothetical protein
BMEPIPMG_00218	CDS	933	torD_2			Chaperone protein TorD
BMEPIPMG_00219	CDS	1269	pyrP_2			Uracil permease
BMEPIPMG_00220	CDS	1254	pyrP_3			Uracil permease
BMEPIPMG_00221	CDS	459				hypothetical protein
BMEPIPMG_00222	CDS	408				hypothetical protein
BMEPIPMG_00223	CDS	2787	ppk	2.7.4.1		Polyphosphate kinase
BMEPIPMG_00224	CDS	1287				hypothetical protein
BMEPIPMG_00225	CDS	2214	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
BMEPIPMG_00226	CDS	1320				hypothetical protein
BMEPIPMG_00227	CDS	570				hypothetical protein
BMEPIPMG_00228	CDS	147				hypothetical protein
BMEPIPMG_00229	CDS	816		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
BMEPIPMG_00230	CDS	1635	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
BMEPIPMG_00231	CDS	261	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
BMEPIPMG_00232	CDS	339				hypothetical protein
BMEPIPMG_00233	CDS	252				hypothetical protein
BMEPIPMG_00234	CDS	108	murD_1	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
BMEPIPMG_00235	CDS	138				hypothetical protein
BMEPIPMG_00236	CDS	117				hypothetical protein
BMEPIPMG_00237	CDS	912				hypothetical protein
BMEPIPMG_00238	CDS	1482	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BMEPIPMG_00239	CDS	1074	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BMEPIPMG_00240	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BMEPIPMG_00241	CDS	993				hypothetical protein
BMEPIPMG_00242	CDS	642				hypothetical protein
BMEPIPMG_00243	CDS	1182	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
BMEPIPMG_00244	CDS	510				hypothetical protein
BMEPIPMG_00245	CDS	1167				hypothetical protein
BMEPIPMG_00246	CDS	501				hypothetical protein
BMEPIPMG_00247	CDS	294	rpsF		COG0360	30S ribosomal protein S6
BMEPIPMG_00248	CDS	510	ssb		COG0629	Single-stranded DNA-binding protein
BMEPIPMG_00249	CDS	261				hypothetical protein
BMEPIPMG_00250	CDS	585				hypothetical protein
BMEPIPMG_00251	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
BMEPIPMG_00252	CDS	1281				hypothetical protein
BMEPIPMG_00253	CDS	2226				hypothetical protein
BMEPIPMG_00254	CDS	216				hypothetical protein
BMEPIPMG_00255	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
BMEPIPMG_00256	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
BMEPIPMG_00257	CDS	1335	hemW_1		COG0635	Heme chaperone HemW
BMEPIPMG_00258	CDS	660				hypothetical protein
BMEPIPMG_00259	tRNA	76				tRNA-Phe(gaa)
BMEPIPMG_00260	CDS	954				IS200/IS605 family transposase ISHaha9
BMEPIPMG_00261	CDS	606	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
BMEPIPMG_00262	CDS	1350				hypothetical protein
BMEPIPMG_00263	CDS	909				hypothetical protein
BMEPIPMG_00264	CDS	837	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BMEPIPMG_00265	CDS	1404	puuP		COG0531	Putrescine importer PuuP
BMEPIPMG_00266	CDS	906				hypothetical protein
BMEPIPMG_00267	CDS	462				hypothetical protein
BMEPIPMG_00268	CDS	1575	tycA			Tyrocidine synthase 1
BMEPIPMG_00269	CDS	1239	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
BMEPIPMG_00270	CDS	246	dltC			D-alanyl carrier protein
BMEPIPMG_00271	CDS	1605	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
BMEPIPMG_00272	CDS	1155				hypothetical protein
BMEPIPMG_00273	CDS	1074				hypothetical protein
BMEPIPMG_00274	CDS	540				hypothetical protein
BMEPIPMG_00275	CDS	1116				hypothetical protein
BMEPIPMG_00276	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
BMEPIPMG_00277	CDS	915				hypothetical protein
BMEPIPMG_00278	CDS	417				hypothetical protein
BMEPIPMG_00279	tRNA	76				tRNA-Gly(ccc)
BMEPIPMG_00280	CDS	774				hypothetical protein
BMEPIPMG_00281	CDS	285				hypothetical protein
BMEPIPMG_00282	CDS	411				hypothetical protein
BMEPIPMG_00283	CDS	942			COG0701	Putative two-component membrane permease complex subunit SMU_747c
BMEPIPMG_00284	CDS	621				hypothetical protein
BMEPIPMG_00285	CDS	1002				hypothetical protein
BMEPIPMG_00286	CDS	366				hypothetical protein
BMEPIPMG_00287	CDS	498				hypothetical protein
BMEPIPMG_00288	CDS	519				hypothetical protein
BMEPIPMG_00289	CDS	351				hypothetical protein
BMEPIPMG_00290	CDS	756				IS21 family transposase ISGur9
BMEPIPMG_00291	CDS	1596				hypothetical protein
BMEPIPMG_00292	CDS	144				hypothetical protein
BMEPIPMG_00293	CDS	330				hypothetical protein
BMEPIPMG_00294	CDS	519				hypothetical protein
BMEPIPMG_00295	CDS	210				hypothetical protein
BMEPIPMG_00296	CDS	324				hypothetical protein
BMEPIPMG_00297	CDS	1464				hypothetical protein
BMEPIPMG_00298	CDS	270	tatA			Sec-independent protein translocase protein TatA
BMEPIPMG_00299	CDS	471	greA		COG0782	Transcription elongation factor GreA
BMEPIPMG_00300	CDS	2010	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
BMEPIPMG_00301	CDS	1020				hypothetical protein
BMEPIPMG_00302	CDS	2586	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
BMEPIPMG_00303	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BMEPIPMG_00304	CDS	459	iscU_1		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
BMEPIPMG_00305	CDS	546				hypothetical protein
BMEPIPMG_00306	CDS	360				hypothetical protein
BMEPIPMG_00307	CDS	2361	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BMEPIPMG_00308	CDS	630	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00309	CDS	684	torD_3			Chaperone protein TorD
BMEPIPMG_00310	CDS	609				IS3 family transposase ISCce3
BMEPIPMG_00311	CDS	195				hypothetical protein
BMEPIPMG_00312	CDS	264				hypothetical protein
BMEPIPMG_00313	CDS	1014				hypothetical protein
BMEPIPMG_00314	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
BMEPIPMG_00315	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
BMEPIPMG_00316	CDS	1305				hypothetical protein
BMEPIPMG_00317	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BMEPIPMG_00318	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
BMEPIPMG_00319	CDS	1212	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
BMEPIPMG_00320	CDS	546				hypothetical protein
BMEPIPMG_00321	CDS	444				hypothetical protein
BMEPIPMG_00322	CDS	1305				hypothetical protein
BMEPIPMG_00323	CDS	1209	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
BMEPIPMG_00324	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
BMEPIPMG_00325	CDS	759	fixA_1		COG2086	Protein FixA
BMEPIPMG_00326	CDS	894	fixB_1		COG2025	Protein FixB
BMEPIPMG_00327	CDS	561				hypothetical protein
BMEPIPMG_00328	CDS	225				hypothetical protein
BMEPIPMG_00329	CDS	903			COG1307	DegV domain-containing protein
BMEPIPMG_00330	CDS	948				hypothetical protein
BMEPIPMG_00331	CDS	1518				hypothetical protein
BMEPIPMG_00332	CDS	849				hypothetical protein
BMEPIPMG_00333	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BMEPIPMG_00334	tRNA	75				tRNA-Thr(tgt)
BMEPIPMG_00335	CDS	297				hypothetical protein
BMEPIPMG_00336	CDS	1158	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
BMEPIPMG_00337	CDS	468	smpB		COG0691	SsrA-binding protein
BMEPIPMG_00338	CDS	636				hypothetical protein
BMEPIPMG_00339	CDS	954	cbh	3.5.1.24		Choloylglycine hydrolase
BMEPIPMG_00340	tmRNA	379	ssrA			transfer-messenger RNA, SsrA
BMEPIPMG_00341	tmRNA	404	ssrA			transfer-messenger RNA, SsrA
BMEPIPMG_00342	CDS	1695				hypothetical protein
BMEPIPMG_00343	CDS	876	murI	5.1.1.3		Glutamate racemase
BMEPIPMG_00344	CDS	627	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BMEPIPMG_00345	CDS	384	adhR		COG0789	HTH-type transcriptional regulator AdhR
BMEPIPMG_00346	CDS	732	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
BMEPIPMG_00347	CDS	864	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
BMEPIPMG_00348	CDS	1719				hypothetical protein
BMEPIPMG_00349	CDS	1566				hypothetical protein
BMEPIPMG_00350	CDS	258				hypothetical protein
BMEPIPMG_00351	CDS	414				hypothetical protein
BMEPIPMG_00352	CDS	306				hypothetical protein
BMEPIPMG_00353	CDS	744				hypothetical protein
BMEPIPMG_00354	tRNA	76				tRNA-Ala(cgc)
BMEPIPMG_00355	CDS	591	yqgN		COG0212	putative protein YqgN
BMEPIPMG_00356	CDS	1392	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
BMEPIPMG_00357	CDS	627	napG_2		COG1145	Ferredoxin-type protein NapG
BMEPIPMG_00358	CDS	2025				hypothetical protein
BMEPIPMG_00359	CDS	2757	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
BMEPIPMG_00360	CDS	114				hypothetical protein
BMEPIPMG_00361	CDS	513			COG1259	putative protein
BMEPIPMG_00362	tRNA	77				tRNA-Ile(gat)
BMEPIPMG_00363	CDS	525				hypothetical protein
BMEPIPMG_00364	CDS	210				hypothetical protein
BMEPIPMG_00365	CDS	225				hypothetical protein
BMEPIPMG_00366	CDS	123				hypothetical protein
BMEPIPMG_00367	CDS	159				hypothetical protein
BMEPIPMG_00368	CDS	810				hypothetical protein
BMEPIPMG_00369	CDS	777	dnaJ_1			Chaperone protein DnaJ
BMEPIPMG_00370	CDS	1215				hypothetical protein
BMEPIPMG_00371	CDS	417				hypothetical protein
BMEPIPMG_00372	CDS	858				hypothetical protein
BMEPIPMG_00373	CDS	780				hypothetical protein
BMEPIPMG_00374	CDS	819				hypothetical protein
BMEPIPMG_00375	CDS	573				hypothetical protein
BMEPIPMG_00376	CDS	1002	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
BMEPIPMG_00377	CDS	1437	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
BMEPIPMG_00378	CDS	402				hypothetical protein
BMEPIPMG_00379	CDS	846				hypothetical protein
BMEPIPMG_00380	CDS	1296	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BMEPIPMG_00381	CDS	195				hypothetical protein
BMEPIPMG_00382	CDS	2433	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
BMEPIPMG_00383	CDS	282				hypothetical protein
BMEPIPMG_00384	CDS	1149				hypothetical protein
BMEPIPMG_00385	CDS	783				hypothetical protein
BMEPIPMG_00386	CDS	885				hypothetical protein
BMEPIPMG_00387	CDS	1473				hypothetical protein
BMEPIPMG_00388	CDS	1473				hypothetical protein
BMEPIPMG_00389	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BMEPIPMG_00390	CDS	984	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
BMEPIPMG_00391	CDS	1008	feuB		COG0609	Iron-uptake system permease protein FeuB
BMEPIPMG_00392	CDS	1005	yfhA		COG0609	putative siderophore transport system permease protein YfhA
