locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCFJHFN_00129	CDS	459				hypothetical protein
JBCFJHFN_00130	CDS	585				hypothetical protein
JBCFJHFN_00131	CDS	1155	recG	3.6.4.12		ATP-dependent DNA helicase RecG
JBCFJHFN_00132	CDS	1260	urdA_1	1.3.99.33	COG0431	Urocanate reductase
JBCFJHFN_00133	CDS	1620				hypothetical protein
JBCFJHFN_00134	CDS	1104				hypothetical protein
JBCFJHFN_00135	CDS	639				hypothetical protein
JBCFJHFN_00136	CDS	2070	lacZ	3.2.1.23		Beta-galactosidase
JBCFJHFN_00137	CDS	1368				hypothetical protein
JBCFJHFN_00138	CDS	1365				hypothetical protein
JBCFJHFN_00139	CDS	396				hypothetical protein
JBCFJHFN_00140	CDS	126				hypothetical protein
JBCFJHFN_00141	CDS	348				hypothetical protein
JBCFJHFN_00142	CDS	411				hypothetical protein
JBCFJHFN_00143	CDS	2904				hypothetical protein
JBCFJHFN_00144	CDS	1395				hypothetical protein
JBCFJHFN_00145	CDS	1677	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JBCFJHFN_00146	CDS	294	nth_1	4.2.99.18	COG0177	Endonuclease III
JBCFJHFN_00147	CDS	501				hypothetical protein
JBCFJHFN_00148	CDS	447				hypothetical protein
JBCFJHFN_00149	CDS	846				hypothetical protein
JBCFJHFN_00150	CDS	228				hypothetical protein
JBCFJHFN_00151	CDS	831	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JBCFJHFN_00152	CDS	3459	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JBCFJHFN_00153	CDS	465				hypothetical protein
JBCFJHFN_00154	CDS	297				hypothetical protein
JBCFJHFN_00155	CDS	429	atpC			ATP synthase epsilon chain
JBCFJHFN_00156	CDS	1446	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
JBCFJHFN_00157	CDS	930	atpG			ATP synthase gamma chain
JBCFJHFN_00158	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JBCFJHFN_00159	CDS	579	atpH_1			ATP synthase subunit delta
JBCFJHFN_00160	CDS	612	atpF			ATP synthase subunit b
JBCFJHFN_00161	CDS	219	atpH_2			ATP synthase subunit c
JBCFJHFN_00162	CDS	774	atpB		COG0356	ATP synthase subunit a
JBCFJHFN_00163	CDS	285				hypothetical protein
JBCFJHFN_00164	CDS	459	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
JBCFJHFN_00165	CDS	276				hypothetical protein
JBCFJHFN_00166	CDS	102				hypothetical protein
JBCFJHFN_00167	CDS	3060				hypothetical protein
JBCFJHFN_00168	CDS	1386	mepA_2			Multidrug export protein MepA
JBCFJHFN_00169	CDS	489				hypothetical protein
JBCFJHFN_00170	CDS	702				hypothetical protein
JBCFJHFN_00171	CDS	885	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBCFJHFN_00172	CDS	375	ytrA		COG1725	HTH-type transcriptional repressor YtrA
JBCFJHFN_00173	CDS	819	expZ		COG0488	Nucleotide-binding protein ExpZ
JBCFJHFN_00174	CDS	243				hypothetical protein
JBCFJHFN_00175	CDS	1623	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
JBCFJHFN_00176	CDS	657				hypothetical protein
JBCFJHFN_00177	CDS	1344		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JBCFJHFN_00178	CDS	309				hypothetical protein
JBCFJHFN_00179	CDS	1482				hypothetical protein
JBCFJHFN_00180	CDS	1785				hypothetical protein
JBCFJHFN_00181	CDS	816				hypothetical protein
JBCFJHFN_00182	CDS	1581	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
JBCFJHFN_00183	CDS	1035	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
JBCFJHFN_00184	CDS	213				hypothetical protein
JBCFJHFN_00185	CDS	156				hypothetical protein
JBCFJHFN_00186	CDS	459				hypothetical protein
JBCFJHFN_00187	CDS	1002				hypothetical protein
JBCFJHFN_00188	CDS	720				hypothetical protein
JBCFJHFN_00189	CDS	1602				hypothetical protein
JBCFJHFN_00190	CDS	2478				hypothetical protein
JBCFJHFN_00191	CDS	408				hypothetical protein
JBCFJHFN_00192	CDS	216				hypothetical protein
JBCFJHFN_00193	CDS	561	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
JBCFJHFN_00194	CDS	549	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
JBCFJHFN_00195	CDS	732				hypothetical protein
JBCFJHFN_00196	CDS	681				hypothetical protein
JBCFJHFN_00197	CDS	201				hypothetical protein
JBCFJHFN_00198	CDS	528				hypothetical protein
JBCFJHFN_00199	CDS	1053				hypothetical protein
JBCFJHFN_00200	CDS	219				hypothetical protein
JBCFJHFN_00201	CDS	2196	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JBCFJHFN_00202	CDS	720	walR_1		COG0745	Transcriptional regulatory protein WalR
JBCFJHFN_00203	CDS	1041				hypothetical protein
JBCFJHFN_00204	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
JBCFJHFN_00205	CDS	834				hypothetical protein
JBCFJHFN_00206	CDS	717				hypothetical protein
JBCFJHFN_00207	CDS	420				hypothetical protein
JBCFJHFN_00208	CDS	1329	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
JBCFJHFN_00209	CDS	888	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
JBCFJHFN_00210	CDS	1083				hypothetical protein
JBCFJHFN_00211	CDS	702				hypothetical protein
JBCFJHFN_00212	CDS	1173	ybiR		COG0471	Inner membrane protein YbiR
JBCFJHFN_00213	CDS	1332				hypothetical protein
JBCFJHFN_00214	CDS	1587				hypothetical protein
JBCFJHFN_00215	CDS	1713				hypothetical protein
JBCFJHFN_00216	CDS	453				hypothetical protein
JBCFJHFN_00217	CDS	207				hypothetical protein
JBCFJHFN_00218	CDS	1317				hypothetical protein
JBCFJHFN_00219	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
JBCFJHFN_00220	CDS	318				hypothetical protein
JBCFJHFN_00221	CDS	1257	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JBCFJHFN_00222	CDS	2175	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JBCFJHFN_00223	CDS	528				hypothetical protein
JBCFJHFN_00224	CDS	1023				hypothetical protein
JBCFJHFN_00225	CDS	870	mreB		COG1077	Cell shape-determining protein MreB
JBCFJHFN_00226	CDS	1290	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
JBCFJHFN_00227	CDS	789				hypothetical protein
JBCFJHFN_00228	CDS	903	asrB		COG0543	Anaerobic sulfite reductase subunit B
JBCFJHFN_00229	CDS	1026	asrA		COG1145	Anaerobic sulfite reductase subunit A
JBCFJHFN_00230	CDS	405	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JBCFJHFN_00231	CDS	1386				hypothetical protein
JBCFJHFN_00232	CDS	534	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
JBCFJHFN_00233	CDS	1446	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JBCFJHFN_00234	tRNA	76				tRNA-Arg(ccg)
JBCFJHFN_00235	CDS	948	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
JBCFJHFN_00236	CDS	405				hypothetical protein
JBCFJHFN_00237	tRNA	75				tRNA-Glu(ttc)
JBCFJHFN_00238	CDS	1002				hypothetical protein
JBCFJHFN_00239	CDS	1452	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
JBCFJHFN_00240	CDS	1941				hypothetical protein
JBCFJHFN_00241	CDS	852				hypothetical protein
JBCFJHFN_00242	CDS	771				hypothetical protein
JBCFJHFN_00243	CDS	822	fusA_1		COG0480	Elongation factor G
JBCFJHFN_00244	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
JBCFJHFN_00245	CDS	621	rplC		COG0087	50S ribosomal protein L3
JBCFJHFN_00246	CDS	627	rplD			50S ribosomal protein L4
JBCFJHFN_00247	CDS	288	rplW		COG0089	50S ribosomal protein L23
JBCFJHFN_00248	CDS	495				hypothetical protein
JBCFJHFN_00249	CDS	1587				hypothetical protein
JBCFJHFN_00250	CDS	1605				hypothetical protein
JBCFJHFN_00251	CDS	675				hypothetical protein
JBCFJHFN_00252	CDS	105				hypothetical protein
JBCFJHFN_00253	CDS	1014				hypothetical protein
JBCFJHFN_00254	CDS	597	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
JBCFJHFN_00255	CDS	711				hypothetical protein
JBCFJHFN_00256	CDS	333				hypothetical protein
JBCFJHFN_00257	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
JBCFJHFN_00258	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
JBCFJHFN_00259	CDS	120				hypothetical protein
JBCFJHFN_00260	CDS	1347				hypothetical protein
JBCFJHFN_00261	CDS	1386				hypothetical protein
JBCFJHFN_00262	CDS	1938	urdA_2	1.3.99.33	COG0431	Urocanate reductase
JBCFJHFN_00263	CDS	1044				hypothetical protein
JBCFJHFN_00264	CDS	732	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
JBCFJHFN_00265	CDS	852	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
JBCFJHFN_00266	CDS	561	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
JBCFJHFN_00267	CDS	900				hypothetical protein
JBCFJHFN_00268	CDS	597	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
JBCFJHFN_00269	CDS	672	thiE	2.5.1.3		Thiamine-phosphate synthase
JBCFJHFN_00270	CDS	1350	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
JBCFJHFN_00271	CDS	654	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
JBCFJHFN_00272	CDS	972				hypothetical protein
JBCFJHFN_00273	CDS	660				hypothetical protein
JBCFJHFN_00274	CDS	624				hypothetical protein
JBCFJHFN_00275	CDS	546				hypothetical protein
JBCFJHFN_00276	CDS	1047				hypothetical protein
JBCFJHFN_00277	CDS	894				hypothetical protein
JBCFJHFN_00278	CDS	804				hypothetical protein
JBCFJHFN_00279	CDS	258				hypothetical protein
JBCFJHFN_00280	CDS	798	sepF			Cell division protein SepF
JBCFJHFN_00281	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
JBCFJHFN_00282	CDS	828	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
JBCFJHFN_00283	CDS	1122	ftsZ		COG0206	Cell division protein FtsZ
JBCFJHFN_00284	CDS	846	ftsQ			Cell division protein FtsQ
JBCFJHFN_00285	CDS	4116				hypothetical protein
JBCFJHFN_00286	CDS	537				hypothetical protein
JBCFJHFN_00287	CDS	738				hypothetical protein
JBCFJHFN_00288	CDS	738	torD_1			Chaperone protein TorD
JBCFJHFN_00289	CDS	612	soeB_1		COG0437	Sulfite dehydrogenase subunit B
JBCFJHFN_00290	CDS	2889	napA_1	1.9.6.1		Periplasmic nitrate reductase
JBCFJHFN_00291	CDS	771				hypothetical protein
JBCFJHFN_00292	CDS	1107	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBCFJHFN_00293	CDS	1548				hypothetical protein
JBCFJHFN_00294	CDS	924	modA		COG0725	Molybdate-binding protein ModA
JBCFJHFN_00295	CDS	1632				hypothetical protein
JBCFJHFN_00296	CDS	450				hypothetical protein
JBCFJHFN_00297	CDS	186				hypothetical protein
JBCFJHFN_00298	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
JBCFJHFN_00299	CDS	714				hypothetical protein
JBCFJHFN_00300	CDS	318				hypothetical protein
JBCFJHFN_00301	CDS	2700	rexB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
JBCFJHFN_00302	CDS	3720	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
JBCFJHFN_00303	CDS	306				hypothetical protein
JBCFJHFN_00304	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
JBCFJHFN_00305	CDS	255				hypothetical protein
JBCFJHFN_00306	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JBCFJHFN_00307	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JBCFJHFN_00308	CDS	1455	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
JBCFJHFN_00309	CDS	579				hypothetical protein
JBCFJHFN_00310	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
JBCFJHFN_00311	CDS	306				hypothetical protein
JBCFJHFN_00312	CDS	291				hypothetical protein
JBCFJHFN_00313	CDS	1467				hypothetical protein
JBCFJHFN_00314	CDS	1338	yqcE			Inner membrane protein YqcE
JBCFJHFN_00315	CDS	465				hypothetical protein
JBCFJHFN_00316	CDS	408				hypothetical protein
JBCFJHFN_00317	CDS	2859	ppk	2.7.4.1		Polyphosphate kinase
JBCFJHFN_00318	CDS	1734		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
JBCFJHFN_00319	CDS	117				hypothetical protein
JBCFJHFN_00320	CDS	909				hypothetical protein
JBCFJHFN_00321	CDS	1482	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JBCFJHFN_00322	CDS	1077	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JBCFJHFN_00323	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JBCFJHFN_00324	CDS	993				hypothetical protein
JBCFJHFN_00325	CDS	696				hypothetical protein
JBCFJHFN_00326	CDS	1182	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
JBCFJHFN_00327	CDS	177				hypothetical protein
JBCFJHFN_00328	CDS	666				hypothetical protein
JBCFJHFN_00329	CDS	2184	helD	3.6.4.12	COG3973	DNA helicase IV
JBCFJHFN_00330	CDS	420	def_1	3.5.1.88		Peptide deformylase
JBCFJHFN_00331	CDS	993				hypothetical protein
JBCFJHFN_00332	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
JBCFJHFN_00333	CDS	1263	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
JBCFJHFN_00334	CDS	2316	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
JBCFJHFN_00335	CDS	456				hypothetical protein
JBCFJHFN_00336	CDS	519	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JBCFJHFN_00337	CDS	318				hypothetical protein
JBCFJHFN_00338	CDS	681	hypB			Hydrogenase maturation factor HypB
JBCFJHFN_00339	CDS	549				hypothetical protein
JBCFJHFN_00340	CDS	456				hypothetical protein
JBCFJHFN_00341	CDS	1197	APOA1BP	5.1.99.6		NAD(P)H-hydrate epimerase
JBCFJHFN_00342	CDS	1128				hypothetical protein
JBCFJHFN_00343	CDS	489				hypothetical protein
JBCFJHFN_00344	CDS	516				hypothetical protein
JBCFJHFN_00345	CDS	381	crcB			Putative fluoride ion transporter CrcB
JBCFJHFN_00346	CDS	429				hypothetical protein
JBCFJHFN_00347	CDS	756				hypothetical protein
JBCFJHFN_00348	CDS	156				hypothetical protein
JBCFJHFN_00349	CDS	1236	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
JBCFJHFN_00350	CDS	660	ribE	2.5.1.9	COG0307	Riboflavin synthase
JBCFJHFN_00351	CDS	1170	ribD		COG0117	Riboflavin biosynthesis protein RibD
JBCFJHFN_00352	CDS	801	yebC		COG0217	putative transcriptional regulatory protein YebC
JBCFJHFN_00353	CDS	801	fabG2	1.-.-.-		putative oxidoreductase
JBCFJHFN_00354	CDS	297				hypothetical protein
JBCFJHFN_00355	CDS	1167				hypothetical protein
JBCFJHFN_00356	CDS	1194				hypothetical protein
JBCFJHFN_00357	CDS	483	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
JBCFJHFN_00358	tRNA	77				tRNA-Pro(cgg)
JBCFJHFN_00359	CDS	1221	ackA_1	2.7.2.1	COG0282	Acetate kinase
JBCFJHFN_00360	CDS	240				hypothetical protein
JBCFJHFN_00361	CDS	651				hypothetical protein
JBCFJHFN_00362	CDS	402	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
JBCFJHFN_00363	CDS	507				hypothetical protein
JBCFJHFN_00364	CDS	270	tatA			Sec-independent protein translocase protein TatA
JBCFJHFN_00365	CDS	471	greA		COG0782	Transcription elongation factor GreA
JBCFJHFN_00366	CDS	2001	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
JBCFJHFN_00367	CDS	1020				hypothetical protein
JBCFJHFN_00368	CDS	2586	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
JBCFJHFN_00369	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JBCFJHFN_00370	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JBCFJHFN_00371	CDS	1695				hypothetical protein
JBCFJHFN_00372	CDS	2298		1.-.-.-		NADH oxidase
JBCFJHFN_00373	CDS	660	fliA			RNA polymerase sigma factor FliA
JBCFJHFN_00374	CDS	666				hypothetical protein
