locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIMNHAED_00284	CDS	336				hypothetical protein
BIMNHAED_00285	CDS	1203				hypothetical protein
BIMNHAED_00286	CDS	621	ttrB_1		COG0437	Tetrathionate reductase subunit B
BIMNHAED_00287	CDS	2487	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BIMNHAED_00288	CDS	906				hypothetical protein
BIMNHAED_00289	CDS	690				hypothetical protein
BIMNHAED_00290	CDS	1581	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
BIMNHAED_00291	CDS	924				hypothetical protein
BIMNHAED_00292	CDS	1251				hypothetical protein
BIMNHAED_00293	CDS	1476				hypothetical protein
BIMNHAED_00294	CDS	594				hypothetical protein
BIMNHAED_00295	CDS	570	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
BIMNHAED_00296	CDS	366				hypothetical protein
BIMNHAED_00297	CDS	1425	pyrP_1			Uracil permease
BIMNHAED_00298	CDS	369				hypothetical protein
BIMNHAED_00299	CDS	246				hypothetical protein
BIMNHAED_00300	CDS	1023				hypothetical protein
BIMNHAED_00301	CDS	588				hypothetical protein
BIMNHAED_00302	CDS	1404				hypothetical protein
BIMNHAED_00303	CDS	1491				hypothetical protein
BIMNHAED_00304	CDS	330	trxA		COG0526	Thioredoxin
BIMNHAED_00305	CDS	1299				hypothetical protein
BIMNHAED_00306	CDS	2217				hypothetical protein
BIMNHAED_00307	CDS	981	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BIMNHAED_00308	CDS	447				hypothetical protein
BIMNHAED_00309	CDS	273				hypothetical protein
BIMNHAED_00310	CDS	453				hypothetical protein
BIMNHAED_00311	CDS	669				hypothetical protein
BIMNHAED_00312	CDS	489				hypothetical protein
BIMNHAED_00313	CDS	309				hypothetical protein
BIMNHAED_00314	CDS	1269				hypothetical protein
BIMNHAED_00315	CDS	165				hypothetical protein
BIMNHAED_00316	CDS	450				hypothetical protein
BIMNHAED_00317	CDS	858	rhaR_2			HTH-type transcriptional activator RhaR
BIMNHAED_00318	CDS	474	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
BIMNHAED_00319	CDS	1410	ribZ_2			Riboflavin transporter RibZ
BIMNHAED_00320	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
	repeat_region	434				
BIMNHAED_00321	CDS	735				hypothetical protein
BIMNHAED_00322	CDS	663	ttrB_2		COG0437	Tetrathionate reductase subunit B
BIMNHAED_00323	CDS	2481	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BIMNHAED_00324	CDS	711	walR_1		COG0745	Transcriptional regulatory protein WalR
BIMNHAED_00325	CDS	1716	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BIMNHAED_00326	CDS	672				hypothetical protein
BIMNHAED_00327	tRNA	83				tRNA-Leu(taa)
BIMNHAED_00328	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
BIMNHAED_00329	CDS	594				hypothetical protein
BIMNHAED_00330	CDS	759				hypothetical protein
BIMNHAED_00331	CDS	2724	napA_1	1.9.6.1		Periplasmic nitrate reductase
BIMNHAED_00332	CDS	609	soeB_1		COG0437	Sulfite dehydrogenase subunit B
BIMNHAED_00333	CDS	891				hypothetical protein
BIMNHAED_00334	CDS	735	arsM	2.1.1.137		Arsenite methyltransferase
BIMNHAED_00335	CDS	141				hypothetical protein
BIMNHAED_00336	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
BIMNHAED_00337	CDS	1056	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
BIMNHAED_00338	CDS	285				hypothetical protein
BIMNHAED_00339	CDS	357				hypothetical protein
BIMNHAED_00340	CDS	402	msrQ_2			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
BIMNHAED_00341	CDS	408	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
BIMNHAED_00342	CDS	234				hypothetical protein
BIMNHAED_00343	CDS	1317	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BIMNHAED_00344	CDS	504				hypothetical protein
BIMNHAED_00345	CDS	1596				hypothetical protein
BIMNHAED_00346	CDS	1563				hypothetical protein
BIMNHAED_00347	CDS	381				hypothetical protein
BIMNHAED_00348	CDS	711	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
BIMNHAED_00349	CDS	141				hypothetical protein
BIMNHAED_00350	CDS	1455				hypothetical protein
BIMNHAED_00351	CDS	570	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BIMNHAED_00352	CDS	2145				hypothetical protein
BIMNHAED_00353	CDS	663				hypothetical protein
BIMNHAED_00354	CDS	1353	hldE	2.7.7.70		Bifunctional protein HldE
BIMNHAED_00355	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BIMNHAED_00356	CDS	1110				hypothetical protein
BIMNHAED_00357	CDS	2706	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BIMNHAED_00358	CDS	1236				hypothetical protein
BIMNHAED_00359	CDS	165				hypothetical protein
BIMNHAED_00360	CDS	1539	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
BIMNHAED_00361	CDS	1185				hypothetical protein
BIMNHAED_00362	CDS	255	dltC		COG0236	D-alanyl carrier protein
BIMNHAED_00363	CDS	1527				hypothetical protein
BIMNHAED_00364	CDS	117				hypothetical protein
BIMNHAED_00365	CDS	1032				hypothetical protein
BIMNHAED_00366	CDS	921				hypothetical protein
BIMNHAED_00367	CDS	1605				hypothetical protein
BIMNHAED_00368	CDS	894	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
BIMNHAED_00369	CDS	1371	gltS			Sodium/glutamate symporter
BIMNHAED_00370	CDS	1194	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
BIMNHAED_00371	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
BIMNHAED_00372	CDS	921	arnC_2	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BIMNHAED_00373	CDS	348				hypothetical protein
BIMNHAED_00374	CDS	447				hypothetical protein
