locus_tag	ftype	length_bp	gene	EC_number	COG	product
KFNBJHEN_00066	CDS	591	soeB_1		COG0437	Sulfite dehydrogenase subunit B
KFNBJHEN_00067	CDS	2856	napA_1	1.9.6.1		Periplasmic nitrate reductase
KFNBJHEN_00068	CDS	711				hypothetical protein
KFNBJHEN_00069	CDS	1455				hypothetical protein
KFNBJHEN_00070	CDS	699				hypothetical protein
KFNBJHEN_00071	CDS	642				hypothetical protein
KFNBJHEN_00072	CDS	1026				hypothetical protein
KFNBJHEN_00073	CDS	579	napG_1		COG1145	Ferredoxin-type protein NapG
KFNBJHEN_00074	CDS	675	torD_3			Chaperone protein TorD
KFNBJHEN_00075	CDS	849				hypothetical protein
KFNBJHEN_00076	CDS	588	soeB_2		COG0437	Sulfite dehydrogenase subunit B
KFNBJHEN_00077	CDS	2874	napA_2	1.9.6.1		Periplasmic nitrate reductase
KFNBJHEN_00078	CDS	696				hypothetical protein
KFNBJHEN_00079	CDS	1452				hypothetical protein
KFNBJHEN_00080	CDS	1329				hypothetical protein
KFNBJHEN_00081	CDS	366	gdx			Guanidinium exporter
KFNBJHEN_00082	CDS	726				hypothetical protein
KFNBJHEN_00083	CDS	240				hypothetical protein
KFNBJHEN_00084	CDS	1428				hypothetical protein
KFNBJHEN_00085	CDS	438				hypothetical protein
KFNBJHEN_00086	CDS	186				hypothetical protein
KFNBJHEN_00087	CDS	258				hypothetical protein
KFNBJHEN_00088	CDS	1428	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
KFNBJHEN_00089	CDS	543	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
KFNBJHEN_00090	CDS	1011				hypothetical protein
KFNBJHEN_00091	CDS	684	napG_2		COG1145	Ferredoxin-type protein NapG
KFNBJHEN_00092	CDS	867				hypothetical protein
KFNBJHEN_00093	CDS	870				hypothetical protein
KFNBJHEN_00094	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
KFNBJHEN_00095	CDS	837				hypothetical protein
KFNBJHEN_00096	CDS	612				hypothetical protein
KFNBJHEN_00097	CDS	4422	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KFNBJHEN_00098	CDS	3534	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KFNBJHEN_00099	CDS	2079	fusA_1		COG0480	Elongation factor G
KFNBJHEN_00100	CDS	957				hypothetical protein
KFNBJHEN_00101	CDS	1437	dadD	3.5.4.31		5'-deoxyadenosine deaminase
KFNBJHEN_00102	CDS	1398	prsA	5.2.1.8		Foldase protein PrsA
KFNBJHEN_00103	tRNA	76				tRNA-Ala(ggc)
KFNBJHEN_00104	CDS	849	apbC		COG0489	Iron-sulfur cluster carrier protein
KFNBJHEN_00105	CDS	318				hypothetical protein
KFNBJHEN_00106	CDS	2877	metH	2.1.1.13	COG0646	Methionine synthase
KFNBJHEN_00107	CDS	690				hypothetical protein
KFNBJHEN_00108	CDS	963	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KFNBJHEN_00109	CDS	516				hypothetical protein
KFNBJHEN_00110	CDS	993				hypothetical protein
KFNBJHEN_00111	CDS	663	dmsD_1		COG3381	Tat proofreading chaperone DmsD
KFNBJHEN_00112	CDS	627	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KFNBJHEN_00113	CDS	624	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KFNBJHEN_00114	CDS	2445	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
KFNBJHEN_00115	CDS	1677				hypothetical protein
KFNBJHEN_00116	CDS	657				hypothetical protein
KFNBJHEN_00117	CDS	660				hypothetical protein
KFNBJHEN_00118	CDS	420				hypothetical protein
KFNBJHEN_00119	CDS	1152				hypothetical protein
KFNBJHEN_00120	CDS	678			COG0664	putative ABC transporter ATP-binding protein
KFNBJHEN_00121	CDS	1203				hypothetical protein
KFNBJHEN_00122	CDS	567	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KFNBJHEN_00123	CDS	2361	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KFNBJHEN_00124	CDS	1782	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KFNBJHEN_00125	CDS	705	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KFNBJHEN_00126	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
KFNBJHEN_00127	CDS	567				hypothetical protein
KFNBJHEN_00128	CDS	819		3.2.1.-		Protein-ADP-ribose hydrolase
KFNBJHEN_00129	CDS	2346				hypothetical protein
KFNBJHEN_00130	CDS	1545				hypothetical protein
KFNBJHEN_00131	CDS	1524				hypothetical protein
KFNBJHEN_00132	CDS	867				hypothetical protein
KFNBJHEN_00133	CDS	537	ttrB_2		COG0437	Tetrathionate reductase subunit B
KFNBJHEN_00134	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
KFNBJHEN_00135	CDS	708				hypothetical protein
KFNBJHEN_00136	CDS	1647				hypothetical protein
KFNBJHEN_00137	CDS	1464				hypothetical protein
KFNBJHEN_00138	CDS	828	fixB		COG2025	Protein FixB
KFNBJHEN_00139	CDS	759	fixA_1		COG2086	Protein FixA
KFNBJHEN_00140	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KFNBJHEN_00141	CDS	1209	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
KFNBJHEN_00142	CDS	1305				hypothetical protein
KFNBJHEN_00143	CDS	444				hypothetical protein
KFNBJHEN_00144	CDS	546				hypothetical protein
KFNBJHEN_00145	CDS	1212	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
KFNBJHEN_00146	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
KFNBJHEN_00147	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KFNBJHEN_00148	CDS	1305				hypothetical protein
KFNBJHEN_00149	CDS	297	fixX		COG2440	Ferredoxin-like protein FixX
KFNBJHEN_00150	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KFNBJHEN_00151	CDS	1014				hypothetical protein
KFNBJHEN_00152	CDS	801				hypothetical protein
KFNBJHEN_00153	CDS	639				hypothetical protein
KFNBJHEN_00154	CDS	675				hypothetical protein
KFNBJHEN_00155	CDS	954				hypothetical protein
KFNBJHEN_00156	CDS	543				hypothetical protein
KFNBJHEN_00157	CDS	753		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
KFNBJHEN_00158	CDS	1689				hypothetical protein
KFNBJHEN_00159	CDS	1767				hypothetical protein
KFNBJHEN_00160	CDS	513				hypothetical protein
KFNBJHEN_00161	CDS	1761	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KFNBJHEN_00162	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KFNBJHEN_00163	CDS	1014				hypothetical protein
KFNBJHEN_00164	CDS	2178				hypothetical protein
KFNBJHEN_00165	CDS	759	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
KFNBJHEN_00166	CDS	357				hypothetical protein
KFNBJHEN_00167	CDS	138				hypothetical protein
KFNBJHEN_00168	CDS	1371				hypothetical protein
KFNBJHEN_00169	CDS	2097				hypothetical protein
KFNBJHEN_00170	CDS	1704				hypothetical protein
KFNBJHEN_00171	CDS	945				hypothetical protein
KFNBJHEN_00172	CDS	1782				hypothetical protein
KFNBJHEN_00173	CDS	1062				hypothetical protein
KFNBJHEN_00174	CDS	693	hrb		COG1773	High molecular weight rubredoxin
KFNBJHEN_00175	CDS	1170	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KFNBJHEN_00176	CDS	369				hypothetical protein
KFNBJHEN_00177	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
KFNBJHEN_00178	CDS	1098	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KFNBJHEN_00179	CDS	714				hypothetical protein
KFNBJHEN_00180	CDS	714				hypothetical protein
KFNBJHEN_00181	CDS	1641				hypothetical protein
KFNBJHEN_00182	CDS	1437				hypothetical protein
KFNBJHEN_00183	CDS	2697	secDF		COG0341	Protein translocase subunit SecDF
KFNBJHEN_00184	CDS	324				hypothetical protein
KFNBJHEN_00185	CDS	225				hypothetical protein
KFNBJHEN_00186	CDS	834				hypothetical protein
KFNBJHEN_00187	CDS	1101	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
KFNBJHEN_00188	CDS	1014	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
KFNBJHEN_00189	CDS	1014				hypothetical protein
KFNBJHEN_00190	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
KFNBJHEN_00191	CDS	897	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
KFNBJHEN_00192	CDS	642	ribU		COG3601	Riboflavin transporter RibU
KFNBJHEN_00193	CDS	837	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
KFNBJHEN_00194	CDS	924	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KFNBJHEN_00195	CDS	813	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KFNBJHEN_00196	CDS	426				hypothetical protein
KFNBJHEN_00197	CDS	1431	alsT_1		COG1115	Amino-acid carrier protein AlsT
KFNBJHEN_00198	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
KFNBJHEN_00199	CDS	1380	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
KFNBJHEN_00200	CDS	1824				hypothetical protein
KFNBJHEN_00201	CDS	786	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
KFNBJHEN_00202	CDS	1008		3.1.1.23	COG2267	Monoacylglycerol lipase
KFNBJHEN_00203	CDS	1047	mcrC		COG4268	Protein McrC
KFNBJHEN_00204	CDS	2181				hypothetical protein
KFNBJHEN_00205	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
KFNBJHEN_00206	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
KFNBJHEN_00207	CDS	1257	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KFNBJHEN_00208	CDS	642	upp	2.4.2.9		Uracil phosphoribosyltransferase
KFNBJHEN_00209	CDS	459	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
KFNBJHEN_00210	CDS	285				hypothetical protein
KFNBJHEN_00211	CDS	759	atpB		COG0356	ATP synthase subunit a
KFNBJHEN_00212	CDS	219	atpH_1			ATP synthase subunit c
KFNBJHEN_00213	CDS	612	atpF			ATP synthase subunit b
KFNBJHEN_00214	CDS	579	atpH_2			ATP synthase subunit delta
KFNBJHEN_00215	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
KFNBJHEN_00216	CDS	930	atpG			ATP synthase gamma chain
KFNBJHEN_00217	CDS	1446	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
KFNBJHEN_00218	CDS	429	atpC			ATP synthase epsilon chain
KFNBJHEN_00219	CDS	297				hypothetical protein
KFNBJHEN_00220	CDS	465				hypothetical protein
KFNBJHEN_00221	CDS	192				hypothetical protein
KFNBJHEN_00222	CDS	756				hypothetical protein
KFNBJHEN_00223	CDS	3459	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KFNBJHEN_00224	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KFNBJHEN_00225	CDS	1122				hypothetical protein
KFNBJHEN_00226	CDS	1383				hypothetical protein
KFNBJHEN_00227	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
KFNBJHEN_00228	CDS	714				hypothetical protein
KFNBJHEN_00229	CDS	1263	yhhS_1			putative MFS-type transporter YhhS
KFNBJHEN_00230	CDS	1053				hypothetical protein
KFNBJHEN_00231	CDS	720				hypothetical protein
KFNBJHEN_00232	CDS	312	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
KFNBJHEN_00233	CDS	1494	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
KFNBJHEN_00234	CDS	1584	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KFNBJHEN_00235	CDS	312				hypothetical protein
KFNBJHEN_00236	CDS	1140	ptcA_1	2.1.3.6	COG0078	Putrescine carbamoyltransferase
KFNBJHEN_00237	CDS	1197	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
KFNBJHEN_00238	CDS	222				hypothetical protein
KFNBJHEN_00239	CDS	1446				hypothetical protein
KFNBJHEN_00240	CDS	954	arcC1_1	2.7.2.2		Carbamate kinase 1
KFNBJHEN_00241	CDS	795	malT_2			HTH-type transcriptional regulator MalT
KFNBJHEN_00242	CDS	1344		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
KFNBJHEN_00243	CDS	657				hypothetical protein
KFNBJHEN_00244	CDS	672				hypothetical protein
KFNBJHEN_00245	CDS	438				hypothetical protein
KFNBJHEN_00246	CDS	1191	padG	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
KFNBJHEN_00247	CDS	918	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
KFNBJHEN_00248	tRNA	76				tRNA-Arg(tct)
KFNBJHEN_00249	tRNA	74				tRNA-Gly(tcc)
KFNBJHEN_00250	CDS	939				hypothetical protein
KFNBJHEN_00251	CDS	210				hypothetical protein
KFNBJHEN_00252	CDS	270				hypothetical protein
KFNBJHEN_00253	CDS	516				hypothetical protein
KFNBJHEN_00254	CDS	1602	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
KFNBJHEN_00255	CDS	1221				hypothetical protein
KFNBJHEN_00256	tRNA	77				tRNA-Pro(tgg)
KFNBJHEN_00257	CDS	1224	arcA_1	3.5.3.6	COG2235	Arginine deiminase
KFNBJHEN_00258	CDS	996	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
KFNBJHEN_00259	CDS	1599				hypothetical protein
KFNBJHEN_00260	CDS	1728	argS	6.1.1.19		Arginine--tRNA ligase
KFNBJHEN_00261	CDS	1215	ribD		COG0117	Riboflavin biosynthesis protein RibD
KFNBJHEN_00262	CDS	693	ribE	2.5.1.9	COG0307	Riboflavin synthase
KFNBJHEN_00263	CDS	1230	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
KFNBJHEN_00264	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
KFNBJHEN_00265	CDS	681	gph	3.1.3.18		Phosphoglycolate phosphatase
KFNBJHEN_00266	tRNA	75				tRNA-Met(cat)
KFNBJHEN_00267	CDS	1134				hypothetical protein
KFNBJHEN_00268	CDS	714	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
KFNBJHEN_00269	tRNA	77				tRNA-His(gtg)
KFNBJHEN_00270	tRNA	76				tRNA-Lys(ctt)
KFNBJHEN_00271	CDS	609				hypothetical protein
KFNBJHEN_00272	CDS	258				hypothetical protein
KFNBJHEN_00273	CDS	921				hypothetical protein
KFNBJHEN_00274	CDS	540				hypothetical protein
KFNBJHEN_00275	CDS	522				hypothetical protein
KFNBJHEN_00276	CDS	207				hypothetical protein
KFNBJHEN_00277	CDS	147				hypothetical protein
KFNBJHEN_00278	CDS	1284				hypothetical protein
KFNBJHEN_00279	CDS	1626				hypothetical protein
KFNBJHEN_00280	CDS	2043	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
KFNBJHEN_00281	CDS	1059	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
KFNBJHEN_00282	tRNA	75				tRNA-Val(cac)
KFNBJHEN_00283	CDS	1284				hypothetical protein
KFNBJHEN_00284	CDS	462				hypothetical protein
KFNBJHEN_00285	CDS	2190	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFNBJHEN_00286	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KFNBJHEN_00287	CDS	1797	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
KFNBJHEN_00288	CDS	1458				hypothetical protein
KFNBJHEN_00289	CDS	1908	urdA_1	1.3.99.33	COG0431	Urocanate reductase
KFNBJHEN_00290	CDS	717				hypothetical protein
KFNBJHEN_00291	CDS	792	scpA		COG1354	Segregation and condensation protein A
KFNBJHEN_00292	CDS	981	scpB			Segregation and condensation protein B
KFNBJHEN_00293	CDS	828	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KFNBJHEN_00294	CDS	825	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
KFNBJHEN_00295	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
KFNBJHEN_00296	CDS	399	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
KFNBJHEN_00297	CDS	945				hypothetical protein
KFNBJHEN_00298	CDS	2256	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
KFNBJHEN_00299	CDS	1419				hypothetical protein
KFNBJHEN_00300	CDS	1176				hypothetical protein
KFNBJHEN_00301	CDS	1338	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
KFNBJHEN_00302	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
KFNBJHEN_00303	CDS	870				hypothetical protein
KFNBJHEN_00304	CDS	897	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
KFNBJHEN_00305	CDS	1629				hypothetical protein
KFNBJHEN_00306	CDS	1314	der_1		COG1160	GTPase Der
KFNBJHEN_00307	CDS	705	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
KFNBJHEN_00308	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KFNBJHEN_00309	CDS	2559	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
KFNBJHEN_00310	CDS	1314				hypothetical protein
KFNBJHEN_00311	CDS	468	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
KFNBJHEN_00312	CDS	711	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
KFNBJHEN_00313	CDS	1299	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
KFNBJHEN_00314	CDS	816	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
KFNBJHEN_00315	CDS	909				hypothetical protein
KFNBJHEN_00316	CDS	717				hypothetical protein
KFNBJHEN_00317	CDS	192	rpmB		COG0227	50S ribosomal protein L28
KFNBJHEN_00318	CDS	3288	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFNBJHEN_00319	CDS	411	mntR_1			HTH-type transcriptional regulator MntR
KFNBJHEN_00320	CDS	225				hypothetical protein
KFNBJHEN_00321	CDS	234				hypothetical protein
KFNBJHEN_00322	CDS	462				hypothetical protein
KFNBJHEN_00323	CDS	744	dnaI		COG1484	Primosomal protein DnaI
KFNBJHEN_00324	CDS	519				hypothetical protein
KFNBJHEN_00325	CDS	549				hypothetical protein
KFNBJHEN_00326	CDS	1833				hypothetical protein
KFNBJHEN_00327	CDS	216				hypothetical protein
KFNBJHEN_00328	CDS	408				hypothetical protein
KFNBJHEN_00329	CDS	2511				hypothetical protein
KFNBJHEN_00330	CDS	1575				hypothetical protein
KFNBJHEN_00331	CDS	708				hypothetical protein
KFNBJHEN_00332	CDS	987				hypothetical protein
KFNBJHEN_00333	CDS	477				hypothetical protein
KFNBJHEN_00334	CDS	3069				hypothetical protein
KFNBJHEN_00335	CDS	741				hypothetical protein
KFNBJHEN_00336	CDS	234				hypothetical protein
KFNBJHEN_00337	CDS	636				hypothetical protein
KFNBJHEN_00338	CDS	1065				hypothetical protein
KFNBJHEN_00339	CDS	459				hypothetical protein
KFNBJHEN_00340	CDS	312				hypothetical protein
KFNBJHEN_00341	CDS	270				hypothetical protein
KFNBJHEN_00342	CDS	573				hypothetical protein
KFNBJHEN_00343	CDS	1251				hypothetical protein
KFNBJHEN_00344	CDS	420				hypothetical protein
KFNBJHEN_00345	CDS	933				hypothetical protein
KFNBJHEN_00346	CDS	762	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KFNBJHEN_00347	CDS	372				hypothetical protein
KFNBJHEN_00348	CDS	387				hypothetical protein
KFNBJHEN_00349	CDS	1074			COG0582	Putative prophage phiRv2 integrase
KFNBJHEN_00350	CDS	213				hypothetical protein
KFNBJHEN_00351	CDS	420				hypothetical protein
KFNBJHEN_00352	CDS	1251				hypothetical protein
KFNBJHEN_00353	CDS	1605	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KFNBJHEN_00354	CDS	876				hypothetical protein
KFNBJHEN_00355	CDS	378	rhdA	2.8.1.1	COG2897	Thiosulfate sulfurtransferase
KFNBJHEN_00356	CDS	405				hypothetical protein
KFNBJHEN_00357	CDS	228				hypothetical protein
KFNBJHEN_00358	CDS	192				hypothetical protein
KFNBJHEN_00359	CDS	1929	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
KFNBJHEN_00360	CDS	1251				hypothetical protein
KFNBJHEN_00361	CDS	918				hypothetical protein
KFNBJHEN_00362	CDS	378	rplL			50S ribosomal protein L7/L12
KFNBJHEN_00363	CDS	522	rplJ		COG0244	50S ribosomal protein L10
KFNBJHEN_00364	CDS	1419				hypothetical protein
KFNBJHEN_00365	CDS	1626				hypothetical protein
KFNBJHEN_00366	CDS	2127				hypothetical protein
KFNBJHEN_00367	CDS	408	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
KFNBJHEN_00368	CDS	234				hypothetical protein
KFNBJHEN_00369	CDS	1317	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KFNBJHEN_00370	CDS	1110	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KFNBJHEN_00371	CDS	501	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
KFNBJHEN_00372	CDS	1287	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
KFNBJHEN_00373	CDS	903				hypothetical protein
KFNBJHEN_00374	CDS	1056	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
KFNBJHEN_00375	CDS	306				hypothetical protein
KFNBJHEN_00376	CDS	357				hypothetical protein
