locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBCBFIFP_00049	CDS	687	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
MBCBFIFP_00050	CDS	1095				hypothetical protein
MBCBFIFP_00051	CDS	732	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MBCBFIFP_00052	CDS	372	rpsL			30S ribosomal protein S12
MBCBFIFP_00053	CDS	471	rpsG		COG0049	30S ribosomal protein S7
MBCBFIFP_00054	CDS	2118	fusA_1		COG0480	Elongation factor G
MBCBFIFP_00055	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
MBCBFIFP_00056	CDS	621	rplC		COG0087	50S ribosomal protein L3
MBCBFIFP_00057	CDS	627	rplD			50S ribosomal protein L4
MBCBFIFP_00058	CDS	288	rplW		COG0089	50S ribosomal protein L23
MBCBFIFP_00059	CDS	1233	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
MBCBFIFP_00060	CDS	1518	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
MBCBFIFP_00061	CDS	408				hypothetical protein
MBCBFIFP_00062	CDS	357	rplT		COG0292	50S ribosomal protein L20
MBCBFIFP_00063	CDS	198	rpmI			50S ribosomal protein L35
MBCBFIFP_00064	CDS	573	infC		COG0290	Translation initiation factor IF-3
MBCBFIFP_00065	CDS	1287				hypothetical protein
MBCBFIFP_00066	CDS	360				hypothetical protein
MBCBFIFP_00067	CDS	2916				hypothetical protein
MBCBFIFP_00068	CDS	777	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MBCBFIFP_00069	CDS	930				hypothetical protein
MBCBFIFP_00070	CDS	1068				hypothetical protein
MBCBFIFP_00071	CDS	831				hypothetical protein
MBCBFIFP_00072	CDS	1218		3.4.21.-		putative CtpA-like serine protease
MBCBFIFP_00073	CDS	2001	rnr	3.1.13.1	COG0557	Ribonuclease R
MBCBFIFP_00074	CDS	951				hypothetical protein
MBCBFIFP_00075	CDS	441	fadR			Fatty acid metabolism regulator protein
MBCBFIFP_00076	CDS	933				hypothetical protein
MBCBFIFP_00077	CDS	2742	napA_2	1.9.6.1		Periplasmic nitrate reductase
MBCBFIFP_00078	CDS	609	soeB_2		COG0437	Sulfite dehydrogenase subunit B
MBCBFIFP_00079	CDS	294				hypothetical protein
MBCBFIFP_00080	CDS	1380				hypothetical protein
MBCBFIFP_00081	CDS	1491	ftsY			Signal recognition particle receptor FtsY
MBCBFIFP_00082	CDS	1416	ffh		COG0541	Signal recognition particle protein
MBCBFIFP_00083	CDS	1671				hypothetical protein
MBCBFIFP_00084	CDS	999	dppB		COG0601	Dipeptide transport system permease protein DppB
MBCBFIFP_00085	CDS	876	oppC		COG1173	Oligopeptide transport system permease protein OppC
MBCBFIFP_00086	CDS	993	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBCBFIFP_00087	CDS	624	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
MBCBFIFP_00088	CDS	246	rpsP		COG0228	30S ribosomal protein S16
MBCBFIFP_00089	CDS	255				hypothetical protein
MBCBFIFP_00090	CDS	525	rimM			Ribosome maturation factor RimM
MBCBFIFP_00091	CDS	819	trmD_1	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MBCBFIFP_00092	CDS	2160	ydhV_1	1.-.-.-	COG2414	putative oxidoreductase YdhV
MBCBFIFP_00093	CDS	744	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
MBCBFIFP_00094	CDS	330				hypothetical protein
MBCBFIFP_00095	CDS	1014				hypothetical protein
MBCBFIFP_00096	CDS	468				hypothetical protein
MBCBFIFP_00097	CDS	972	pstS2		COG0226	Phosphate-binding protein PstS 2
MBCBFIFP_00098	CDS	987				hypothetical protein
MBCBFIFP_00099	CDS	999	pstA		COG0581	Phosphate transport system permease protein PstA
MBCBFIFP_00100	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
MBCBFIFP_00101	CDS	111				hypothetical protein
MBCBFIFP_00102	CDS	1347				hypothetical protein
MBCBFIFP_00103	CDS	1386				hypothetical protein
MBCBFIFP_00104	CDS	1938	urdA_1	1.3.99.33	COG0431	Urocanate reductase
MBCBFIFP_00105	CDS	1044				hypothetical protein
MBCBFIFP_00106	CDS	732	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
MBCBFIFP_00107	CDS	852	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
MBCBFIFP_00108	CDS	561	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
MBCBFIFP_00109	CDS	873				hypothetical protein
MBCBFIFP_00110	CDS	609	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
MBCBFIFP_00111	CDS	585				hypothetical protein
MBCBFIFP_00112	CDS	1791	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MBCBFIFP_00113	CDS	738				hypothetical protein
MBCBFIFP_00114	CDS	207	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
MBCBFIFP_00115	CDS	1053	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
MBCBFIFP_00116	CDS	855				hypothetical protein
MBCBFIFP_00117	CDS	534				hypothetical protein
MBCBFIFP_00118	CDS	1215				hypothetical protein
MBCBFIFP_00119	CDS	777	dnaJ_1			Chaperone protein DnaJ
MBCBFIFP_00120	CDS	822				hypothetical protein
MBCBFIFP_00121	CDS	1389				hypothetical protein
MBCBFIFP_00122	CDS	1323	proP_1			Proline/betaine transporter
MBCBFIFP_00123	CDS	519	crnA	3.5.2.10		Creatinine amidohydrolase
MBCBFIFP_00124	CDS	678				hypothetical protein
MBCBFIFP_00125	CDS	945				hypothetical protein
MBCBFIFP_00126	CDS	837	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
MBCBFIFP_00127	CDS	786				hypothetical protein
MBCBFIFP_00128	tRNA	92				tRNA-Pro(cgg)
MBCBFIFP_00129	CDS	516	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
MBCBFIFP_00130	CDS	3195	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBCBFIFP_00131	CDS	372				hypothetical protein
MBCBFIFP_00132	CDS	1488	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
MBCBFIFP_00133	CDS	1125	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
MBCBFIFP_00134	CDS	747		3.6.1.9		dTTP/UTP pyrophosphatase
MBCBFIFP_00135	CDS	549	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
MBCBFIFP_00136	CDS	2343	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MBCBFIFP_00137	CDS	1314				hypothetical protein
MBCBFIFP_00138	CDS	846	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MBCBFIFP_00139	CDS	1539	mepA_1		COG0534	Multidrug export protein MepA
MBCBFIFP_00140	CDS	645	bioY		COG1268	Biotin transporter BioY
MBCBFIFP_00141	CDS	696	regX3_1		COG0745	Sensory transduction protein regX3
MBCBFIFP_00142	CDS	771	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
MBCBFIFP_00143	CDS	1689	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
MBCBFIFP_00144	CDS	615	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
MBCBFIFP_00145	CDS	861	folD			Bifunctional protein FolD protein
MBCBFIFP_00146	CDS	1440				hypothetical protein
MBCBFIFP_00147	CDS	1698	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MBCBFIFP_00148	CDS	819	focA_1		COG2116	putative formate transporter 1
MBCBFIFP_00149	CDS	513	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MBCBFIFP_00150	CDS	2463	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
MBCBFIFP_00151	CDS	366				hypothetical protein
MBCBFIFP_00152	CDS	1086				hypothetical protein
MBCBFIFP_00153	CDS	543				hypothetical protein
MBCBFIFP_00154	CDS	852				hypothetical protein
MBCBFIFP_00155	CDS	132				hypothetical protein
MBCBFIFP_00156	CDS	2526	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
MBCBFIFP_00157	CDS	621	soeB_3		COG0437	Sulfite dehydrogenase subunit B
MBCBFIFP_00158	CDS	1290	qrcD			Menaquinone reductase, integral membrane subunit
MBCBFIFP_00159	CDS	525				hypothetical protein
MBCBFIFP_00160	CDS	441				hypothetical protein
MBCBFIFP_00161	CDS	756	torD_2			Chaperone protein TorD
MBCBFIFP_00162	CDS	420	resA_1			Thiol-disulfide oxidoreductase ResA
MBCBFIFP_00163	CDS	951				hypothetical protein
MBCBFIFP_00164	CDS	711				hypothetical protein
MBCBFIFP_00165	CDS	1125	arlS	2.7.13.3		Signal transduction histidine-protein kinase ArlS
MBCBFIFP_00166	CDS	666	qseB			Transcriptional regulatory protein QseB
MBCBFIFP_00167	CDS	816				hypothetical protein
MBCBFIFP_00168	CDS	744	menG	2.1.1.163		Demethylmenaquinone methyltransferase
MBCBFIFP_00169	CDS	1362	triA	3.5.4.45		Melamine deaminase
MBCBFIFP_00170	CDS	213				hypothetical protein
MBCBFIFP_00171	CDS	684				hypothetical protein
MBCBFIFP_00172	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
MBCBFIFP_00173	CDS	357	hypA			Hydrogenase maturation factor HypA
MBCBFIFP_00174	CDS	837	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MBCBFIFP_00175	CDS	1236				hypothetical protein
MBCBFIFP_00176	CDS	702	vraR			Response regulator protein VraR
MBCBFIFP_00177	CDS	288	groS		COG0234	10 kDa chaperonin
MBCBFIFP_00178	CDS	1635	groL			60 kDa chaperonin
MBCBFIFP_00179	CDS	579	xpt	2.4.2.22		Xanthine phosphoribosyltransferase
MBCBFIFP_00180	CDS	1650				hypothetical protein
MBCBFIFP_00181	CDS	930				hypothetical protein
MBCBFIFP_00182	CDS	711				hypothetical protein
MBCBFIFP_00183	CDS	1752	cstA		COG1966	Peptide transporter CstA
MBCBFIFP_00184	CDS	603				hypothetical protein
MBCBFIFP_00185	CDS	432	uspA2		COG0589	Universal stress protein A 
MBCBFIFP_00186	CDS	1392	yhhS			putative MFS-type transporter YhhS
MBCBFIFP_00187	CDS	1749				hypothetical protein
MBCBFIFP_00188	CDS	513				hypothetical protein
MBCBFIFP_00189	CDS	1470				hypothetical protein
MBCBFIFP_00190	tRNA	74				tRNA-Gln(ttg)
MBCBFIFP_00191	tRNA	76				tRNA-Lys(ttt)
MBCBFIFP_00192	CDS	1296	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
MBCBFIFP_00193	CDS	321	infA			Translation initiation factor IF-1
MBCBFIFP_00194	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
MBCBFIFP_00195	CDS	369	rpsM		COG0099	30S ribosomal protein S13
MBCBFIFP_00196	CDS	399	rpsK			30S ribosomal protein S11
MBCBFIFP_00197	CDS	597	rpsD			30S ribosomal protein S4
MBCBFIFP_00198	CDS	951	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MBCBFIFP_00199	CDS	762				hypothetical protein
MBCBFIFP_00200	CDS	225				hypothetical protein
MBCBFIFP_00201	CDS	873	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
MBCBFIFP_00202	tRNA	76				tRNA-Ala(ggc)
MBCBFIFP_00203	CDS	849	apbC		COG0489	Iron-sulfur cluster carrier protein
MBCBFIFP_00204	CDS	318				hypothetical protein
MBCBFIFP_00205	CDS	2877	metH	2.1.1.13	COG0646	Methionine synthase
MBCBFIFP_00206	CDS	690				hypothetical protein
MBCBFIFP_00207	CDS	1053				hypothetical protein
MBCBFIFP_00208	CDS	516				hypothetical protein
MBCBFIFP_00209	CDS	993				hypothetical protein
MBCBFIFP_00210	CDS	663	dmsD_1		COG3381	Tat proofreading chaperone DmsD
MBCBFIFP_00211	CDS	627	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00212	CDS	624	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00213	CDS	2445	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MBCBFIFP_00214	CDS	1677				hypothetical protein
MBCBFIFP_00215	CDS	657				hypothetical protein
MBCBFIFP_00216	CDS	660				hypothetical protein
MBCBFIFP_00217	CDS	420				hypothetical protein
MBCBFIFP_00218	CDS	1152				hypothetical protein
MBCBFIFP_00219	CDS	678			COG0664	putative ABC transporter ATP-binding protein
MBCBFIFP_00220	CDS	1203				hypothetical protein
MBCBFIFP_00221	CDS	567	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00222	CDS	2361	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBCBFIFP_00223	CDS	1782	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MBCBFIFP_00224	CDS	705	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MBCBFIFP_00225	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
MBCBFIFP_00226	CDS	567				hypothetical protein
MBCBFIFP_00227	CDS	819		3.2.1.-		Protein-ADP-ribose hydrolase
MBCBFIFP_00228	CDS	2346				hypothetical protein
MBCBFIFP_00229	CDS	1545				hypothetical protein
MBCBFIFP_00230	CDS	1524				hypothetical protein
MBCBFIFP_00231	CDS	867				hypothetical protein
MBCBFIFP_00232	CDS	537	ttrB_1		COG0437	Tetrathionate reductase subunit B
MBCBFIFP_00233	CDS	2214	phsA	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
MBCBFIFP_00234	CDS	708				hypothetical protein
MBCBFIFP_00235	CDS	1647				hypothetical protein
MBCBFIFP_00236	CDS	1464				hypothetical protein
MBCBFIFP_00237	CDS	894	fixB_1		COG2025	Protein FixB
MBCBFIFP_00238	CDS	759	fixA_1		COG2086	Protein FixA
MBCBFIFP_00239	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
MBCBFIFP_00240	CDS	1209	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
MBCBFIFP_00241	CDS	1305				hypothetical protein
MBCBFIFP_00242	CDS	444				hypothetical protein
MBCBFIFP_00243	CDS	546				hypothetical protein
MBCBFIFP_00244	CDS	1212	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
MBCBFIFP_00245	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
MBCBFIFP_00246	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MBCBFIFP_00247	CDS	1305				hypothetical protein
MBCBFIFP_00248	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
MBCBFIFP_00249	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
MBCBFIFP_00250	CDS	1014				hypothetical protein
MBCBFIFP_00251	CDS	801				hypothetical protein
MBCBFIFP_00252	CDS	639				hypothetical protein
MBCBFIFP_00253	CDS	675				hypothetical protein
MBCBFIFP_00254	CDS	747				hypothetical protein
MBCBFIFP_00255	CDS	597				hypothetical protein
MBCBFIFP_00256	CDS	2400	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBCBFIFP_00257	CDS	618	soeB_4		COG0437	Sulfite dehydrogenase subunit B
MBCBFIFP_00258	CDS	1161				hypothetical protein
MBCBFIFP_00259	CDS	1107	ptcA_1	2.1.3.6	COG0078	Putrescine carbamoyltransferase
MBCBFIFP_00260	CDS	1350				hypothetical protein
MBCBFIFP_00261	CDS	1521				hypothetical protein
MBCBFIFP_00262	CDS	1509	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
MBCBFIFP_00263	CDS	234	ptcA_2	2.1.3.6		Putrescine carbamoyltransferase
MBCBFIFP_00264	CDS	987				hypothetical protein
MBCBFIFP_00265	CDS	1926		4.2.1.53	COG4716	Oleate hydratase
MBCBFIFP_00266	CDS	1293	eno	4.2.1.11		Enolase
MBCBFIFP_00267	CDS	231				hypothetical protein
MBCBFIFP_00268	CDS	936	hcaR			Hca operon transcriptional activator HcaR
MBCBFIFP_00269	CDS	528				hypothetical protein
MBCBFIFP_00270	CDS	1137				hypothetical protein
MBCBFIFP_00271	CDS	1797		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MBCBFIFP_00272	CDS	1254	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
MBCBFIFP_00273	CDS	702				hypothetical protein
MBCBFIFP_00274	CDS	1476		5.1.1.1		Alanine racemase
MBCBFIFP_00275	CDS	567	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
MBCBFIFP_00276	CDS	924	corA		COG0598	Cobalt/magnesium transport protein CorA
MBCBFIFP_00277	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
MBCBFIFP_00278	CDS	1602	nhaA			Na(+)/H(+) antiporter NhaA
MBCBFIFP_00279	CDS	585	hpf			Ribosome hibernation promotion factor
MBCBFIFP_00280	CDS	219	acpP			Acyl carrier protein
MBCBFIFP_00281	CDS	405				hypothetical protein
MBCBFIFP_00282	CDS	2511	copA	7.2.2.8		Copper-exporting P-type ATPase
MBCBFIFP_00283	CDS	516				hypothetical protein
MBCBFIFP_00284	CDS	1377	glmU			Bifunctional protein GlmU
MBCBFIFP_00285	CDS	966	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MBCBFIFP_00286	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MBCBFIFP_00287	CDS	1413	ribZ_1			Riboflavin transporter RibZ
MBCBFIFP_00288	CDS	1431				IS3 family transposase ISBlo11
MBCBFIFP_00289	CDS	1902	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBCBFIFP_00290	CDS	618	yigZ		COG1739	IMPACT family member YigZ
MBCBFIFP_00291	CDS	135				hypothetical protein
MBCBFIFP_00292	CDS	426				hypothetical protein
MBCBFIFP_00293	CDS	786	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MBCBFIFP_00294	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MBCBFIFP_00295	CDS	135				hypothetical protein
MBCBFIFP_00296	CDS	750	yfcA		COG0730	putative membrane transporter protein YfcA
MBCBFIFP_00297	CDS	1527	cca	2.7.7.72		CCA-adding enzyme
MBCBFIFP_00298	CDS	312				hypothetical protein
MBCBFIFP_00299	CDS	1392				hypothetical protein
MBCBFIFP_00300	CDS	1971	urdA_2	1.3.99.33	COG0431	Urocanate reductase
MBCBFIFP_00301	CDS	1347	gltT			Proton/sodium-glutamate symport protein
MBCBFIFP_00302	CDS	1458	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
MBCBFIFP_00303	CDS	714	lytR		COG3279	Sensory transduction protein LytR
MBCBFIFP_00304	CDS	1902	pgi	5.3.1.9		Glucose-6-phosphate isomerase
MBCBFIFP_00305	CDS	2493	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
MBCBFIFP_00306	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
MBCBFIFP_00307	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
MBCBFIFP_00308	CDS	372				hypothetical protein
MBCBFIFP_00309	CDS	1992				hypothetical protein
MBCBFIFP_00310	CDS	1083				hypothetical protein
MBCBFIFP_00311	CDS	639	napG_1		COG1145	Ferredoxin-type protein NapG
MBCBFIFP_00312	CDS	696	torD_3			Chaperone protein TorD
MBCBFIFP_00313	CDS	921				hypothetical protein
MBCBFIFP_00314	CDS	675				hypothetical protein
MBCBFIFP_00315	CDS	873				hypothetical protein
MBCBFIFP_00316	CDS	1215	napF_1			Ferredoxin-type protein NapF
MBCBFIFP_00317	CDS	1674				hypothetical protein
MBCBFIFP_00318	CDS	3519	napA_3	1.9.6.1		Periplasmic nitrate reductase
MBCBFIFP_00319	CDS	663	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
MBCBFIFP_00320	CDS	873				hypothetical protein
MBCBFIFP_00321	CDS	1170				hypothetical protein
MBCBFIFP_00322	CDS	444	yqeY		COG1610	putative protein YqeY
MBCBFIFP_00323	CDS	2214				hypothetical protein
MBCBFIFP_00324	CDS	1023	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBCBFIFP_00325	CDS	99				hypothetical protein
MBCBFIFP_00326	CDS	1077	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MBCBFIFP_00327	CDS	675	graR		COG0745	Response regulator protein GraR
MBCBFIFP_00328	CDS	441				hypothetical protein
MBCBFIFP_00329	CDS	222				hypothetical protein
MBCBFIFP_00330	CDS	492				hypothetical protein
MBCBFIFP_00331	CDS	1968				hypothetical protein
MBCBFIFP_00332	CDS	852				hypothetical protein
MBCBFIFP_00333	CDS	771				hypothetical protein
MBCBFIFP_00334	CDS	663				hypothetical protein
MBCBFIFP_00335	CDS	672	trkA_1		COG0569	Trk system potassium uptake protein TrkA
MBCBFIFP_00336	CDS	1596				hypothetical protein
MBCBFIFP_00337	CDS	1437	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MBCBFIFP_00338	CDS	1230			COG1373	putative protein
MBCBFIFP_00339	CDS	1794	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MBCBFIFP_00340	CDS	942	hdfR_1			HTH-type transcriptional regulator HdfR
MBCBFIFP_00341	CDS	912	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
MBCBFIFP_00342	CDS	309				hypothetical protein
MBCBFIFP_00343	CDS	975	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MBCBFIFP_00344	CDS	624				hypothetical protein
MBCBFIFP_00345	CDS	1989	htpG		COG0326	Chaperone protein HtpG
MBCBFIFP_00346	CDS	1131				hypothetical protein
MBCBFIFP_00347	CDS	993				hypothetical protein
MBCBFIFP_00348	CDS	1974	mdtD_2			Putative multidrug resistance protein MdtD
MBCBFIFP_00349	CDS	1677				hypothetical protein
MBCBFIFP_00350	CDS	2427	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MBCBFIFP_00351	CDS	633	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00352	CDS	573	dmsB_5		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00353	CDS	855	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBCBFIFP_00354	CDS	669	dmsD_2		COG3381	Tat proofreading chaperone DmsD
MBCBFIFP_00355	CDS	990				hypothetical protein
MBCBFIFP_00356	CDS	1200				hypothetical protein
MBCBFIFP_00357	CDS	1017				hypothetical protein
MBCBFIFP_00358	CDS	1341				hypothetical protein
MBCBFIFP_00359	CDS	417				hypothetical protein
MBCBFIFP_00360	CDS	138				hypothetical protein
MBCBFIFP_00361	CDS	303				hypothetical protein
MBCBFIFP_00362	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
MBCBFIFP_00363	CDS	1383				hypothetical protein
MBCBFIFP_00364	CDS	1122				hypothetical protein
MBCBFIFP_00365	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MBCBFIFP_00366	CDS	3459	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MBCBFIFP_00367	CDS	483				hypothetical protein
MBCBFIFP_00368	CDS	255				hypothetical protein
MBCBFIFP_00369	CDS	195				hypothetical protein
MBCBFIFP_00370	CDS	1368				hypothetical protein
MBCBFIFP_00371	CDS	1671				hypothetical protein
